ParticleType,Energy
4mu-,78.6667
3mu-,23.8193
4mu-,22.5936
3pi+,897.135
4pi+,893.974
2pi+,893.536
3pi-,220.841
4pi-,220
3pi+,817.796
4pi+,817.479
2pi+,817.064
3mu+,168.041
4mu+,167.514
3pi+,348.818
3mu+,184.614
3pi+,175.454
4pi+,173.507
3mu-,19.2974
4mu-,16.7027
3mu-,33.425
4mu-,31.7144
3mu-,96.0919
4mu-,95.5161
3pi-,170.404
4pi-,169.244
2pi-,168.769
3mu+,19.3448
4mu+,16.8803
3pi-,109.146
4pi-,108.772
2pi-,108.246
3pi+,396.857
4pi+,396.557
3pi+,971.328
3pi-,1325.99
4pi-,1325.68
3mu+,31.8497
4mu+,30.4546
3mu-,13.1159
3mu-,82.2226
4mu-,81.7395
3pi-,181.039
3mu+,174.495
4mu+,174.008
3pi+,135.646
4pi+,135.271
2pi+,134.841
3pi+,151.596
3mu-,327.259
3pi-,595.62
4pi-,595.352
2pi-,594.971
3pi+,87.2626
4pi+,86.8273
3mu-,110.968
4mu-,110.417
3mu-,61.224
3pi+,75.3293
3mu-,46.0386
4mu-,45.1197
3mu+,147.589
4mu+,147.02
3pi-,798.048
4pi-,797.747
2pi-,797.131
3mu+,159.819
3pi-,338.829
3mu+,170.844
3pi-,335.91
4pi-,335.408
3pi+,552.109
4pi+,551.785
3pi-,163.771
3mu-,229.371
3pi+,201.521
4mu+,163.735
2mu+,163.294
3pi-,238.128
3pi+,468.088
3mu+,51.4677
4mu+,50.9071
3pi-,52.7532
4mu-,68.6566
3pi+,588.043
3pi-,28.7248
4pi-,27.3907
3pi-,179.42
4pi-,178.938
3mu+,183.41
3pi+,159.447
4pi+,159.004
3pi+,74.6526
3mu-,317.558
3pi-,376.251
3pi+,129.695
3pi-,348.229
4pi-,347.865
3mu+,110.826
4mu+,109.209
3pi-,874.17
3pi+,76.8658
4pi+,76.2164
3pi+,558.832
4pi+,558.545
2pi+,558.12
3pi+,318.142
4pi+,317.625
3mu-,126.314
4mu-,125.49
3pi-,213.942
3pi+,130.861
4pi+,130.065
3pi-,292.941
3pi+,612.261
3pi+,190.852
4pi+,190.439
3pi-,592.874
3pi+,94.7894
4mu+,69.0187
3pi+,1037.63
3pi-,212.428
3pi-,254.091
4pi-,253.728
3mu-,271.499
3mu+,257.01
4mu+,256.71
3mu+,36.6236
4mu+,35.8564
3pi-,27.5607
4pi-,25.6578
3pi-,455.269
3pi-,326.51
4mu-,172.049
3pi+,107.228
3pi-,64.8473
4mu-,74.6568
2mu-,73.4785
3mu-,49.4588
4mu-,48.4528
3pi+,620.29
4pi+,619.929
3pi+,275.225
3mu-,115.558
4mu-,115.024
3mu-,127.929
3pi+,89.0677
4pi+,88.5544
3pi+,377.123
3pi+,849.952
3pi+,218.625
3pi-,434.46
3pi-,545.802
4pi-,545.346
3mu+,90.9018
3mu-,23.8587
4mu-,21.9259
3pi+,64.6914
4pi+,64.1949
3pi-,71.0061
3pi-,398.621
3pi+,796.903
4pi+,795.443
2pi+,795.009
3pi+,348.835
4pi+,348.505
2pi+,346.573
3pi+,531.591
3pi-,626.807
4pi-,626.535
2pi-,626.144
3mu+,66.0744
4mu+,65.2001
3mu-,80.4692
4mu-,79.9749
3pi+,67.8192
4mu+,24.1622
3mu+,60.5708
4mu+,60.0375
3pi-,312.404
3pi-,103.6
3mu-,33.7684
4mu-,31.4395
3mu-,82.5919
4mu-,81.9273
3pi+,77.8307
4pi+,76.1868
3pi+,656.516
4pi+,656.228
3pi+,55.7129
4mu+,45.266
3mu+,179.453
4mu+,178.838
3pi-,128.287
4mu-,67.4089
3pi-,183.886
3pi-,136.149
4mu-,141.081
3pi+,676.71
4pi+,676.342
3pi-,859.029
4pi-,858.517
2pi-,858.113
3pi-,276.774
4pi-,276.454
3mu+,64.354
4mu+,63.7505
3pi-,136.297
4pi-,135.72
3pi-,159.527
4mu-,166.142
3pi-,106.049
4pi-,105.393
4pi-,789.991
3pi+,521.888
4pi+,521.597
3pi+,298.514
4pi+,298.192
3pi+,964.474
3pi+,233.896
4pi+,233.546
3pi-,531.633
4pi-,530.885
2pi-,530.465
3pi-,357.218
4pi-,356.901
3mu+,74.1766
4mu+,73.4091
3mu+,81.8761
3pi+,66.9322
4pi+,66.0126
3mu+,142.915
3mu+,58.9807
3pi-,301.594
4pi-,301.292
2pi-,300.888
3pi-,21.4428
4mu-,27.2882
3pi+,103.44
3mu+,258.305
3pi+,328.529
3mu+,121.974
4mu+,121.12
3pi-,123.465
3pi+,1374.44
4pi+,1374.06
2pi+,1373.63
3pi-,1479.43
4pi-,1479.12
2pi-,1478.63
3pi+,278.272
3mu-,117.219
4mu-,116.729
3pi+,330.212
3pi-,608.271
3pi+,44.7948
4pi+,44.1653
3pi-,419.636
4pi-,419.286
3pi+,455.392
4pi+,455.066
3pi+,189.788
3pi-,437.556
4pi-,437.186
pi-,1109.69
3pi+,940.217
4pi+,939.899
2pi+,939.089
3mu+,232.807
3pi+,554.521
4pi+,554.255
2pi+,553.259
3mu-,51.0242
4mu-,49.3129
3mu-,173.688
4mu-,173.273
3pi+,417.578
3mu-,103.084
4mu-,102.642
3pi-,528.502
4pi-,528.159
2pi-,527.8
3mu+,87.344
3pi+,171.024
4mu+,115.048
3mu+,197.698
4mu+,197.296
3pi-,180.17
4pi-,179.728
3mu-,149.251
4mu-,148.87
3pi-,370.091
4pi-,369.742
2pi-,369.376
3pi-,615.458
3pi-,376.578
4pi-,376.227
3pi-,737.315
4pi-,736.979
2pi-,736.281
3pi+,103.582
4mu+,107.484
3pi-,183.418
3mu-,42.2438
4mu-,41.4173
3mu+,43.6798
4mu+,42.8173
3mu+,241.952
4mu+,241.615
2mu+,241.149
3pi-,18.8125
3mu+,398.697
3mu+,44.5338
4mu+,42.783
3mu+,47.5751
3mu-,81.6902
3mu-,143.35
3mu+,219.683
3mu+,71.7859
4mu+,71.1889
3pi+,515.574
4pi+,515.238
3pi-,302.783
4pi-,302.482
3pi+,1110.77
3pi+,128.857
4pi+,128.319
3pi+,292.419
3pi-,586.395
4pi-,586.096
2pi-,585.479
3mu-,202.589
3mu+,1126.05
3pi-,237.449
4pi-,237.085
3pi+,152.389
3pi-,240.413
3mu+,62.4295
4mu+,61.1116
3pi+,1015.78
pi+,1131.86
3pi+,277.87
4pi+,277.379
3pi+,182.061
4pi+,181.707
3mu-,136.049
3pi-,496.641
4pi-,496.342
3mu+,80.3298
3pi+,567.44
3mu+,6.98811
3pi+,285.615
3pi-,194.219
4pi-,193.753
3mu-,171.854
4mu-,171.366
2mu-,170.103
3pi-,733.67
4pi-,733.32
3pi+,214.719
3pi-,200.152
4pi-,199.736
3pi+,134.021
3pi+,406.93
4pi+,405.75
3pi-,547.194
3pi+,880.062
3pi+,340.587
4pi+,340.149
3pi-,369.538
3pi-,239.504
3mu+,189.168
3mu+,293.94
3pi+,208.061
4pi+,207.59
3pi+,614.842
4mu+,449.831
3pi-,858.65
3pi-,1126.1
3pi-,436.046
4pi-,435.703
3mu+,176.334
4mu+,175.829
2mu+,175.306
3mu-,186.985
3pi-,244.079
3pi-,529.695
4pi-,529.396
3pi+,78.5556
3mu-,4.64145
3mu-,438.966
3mu+,23.2876
4mu+,22.1984
3mu+,362.609
3pi+,81.3434
4mu+,35.5892
3pi-,310.204
3pi-,398.446
3pi+,232.043
4pi+,231.626
3pi-,332.242
4pi-,331.84
2pi-,331.382
3pi+,574.488
3pi-,281.583
3pi-,944.105
3mu-,90.5777
3mu+,47.2349
4mu+,45.981
3pi+,128.697
4pi+,128.197
3mu+,115.218
4mu+,114.415
3mu+,99.3079
4mu+,98.6976
3mu+,183.432
4mu+,183.07
3pi-,960.575
3mu-,149.212
4mu-,148.625
3pi+,296.55
3mu+,40.4903
4mu+,39.534
3pi+,177.297
4pi+,176.84
3mu-,29.3869
3pi-,199.015
4pi-,198.634
3pi-,481.547
4pi-,481.248
2pi-,480.773
3mu+,251.222
4mu+,250.877
3pi-,250.103
4pi-,249.625
3pi+,555.019
3pi+,940.192
3pi-,402.314
4mu-,389.316
2mu-,373.798
3mu+,224.961
4mu+,224.622
3mu+,16.8085
4mu+,14.738
3mu+,425.224
3pi-,297.627
3pi+,259.01
4pi+,258.54
3pi-,193.399
4pi-,192.857
3pi+,152.988
3pi-,182.579
3pi+,47.5307
4pi+,46.5742
3pi-,281.325
3pi+,156.523
3pi+,77.7108
4mu+,45.1516
3pi-,194.72
3mu-,75.3318
4mu-,74.8299
2mu-,74.2209
3pi+,68.9521
3pi+,51.8488
3pi-,251.988
3mu+,157.05
4mu+,156.715
3pi-,605.911
4pi-,605.561
3pi+,600.45
3pi+,540.534
4pi+,540.188
3pi-,249.453
4pi-,249
3pi-,192.702
4mu-,159.108
3pi+,334.252
4pi+,333.896
3pi-,1468.29
4pi-,1468
2pi-,1467.49
3mu+,128.586
3pi+,694.805
4pi+,694.508
3pi+,102.314
4pi+,101.903
3mu-,52.1525
4mu-,51.2222
3pi+,574.871
3pi+,291.23
3pi-,89.2384
4pi-,88.5963
3pi-,135.452
3pi+,108.269
4pi+,107.491
3pi+,78.8399
3mu+,30.355
4mu+,28.8612
3pi+,241.417
4pi+,241.099
3pi+,266.265
3pi+,301.243
3pi+,543.457
4pi+,542.657
3pi-,87.7217
4pi-,86.8075
3pi+,758.831
4pi+,758.522
2pi+,758.022
3pi+,59.343
4pi+,57.9766
3pi+,20.6512
4mu+,34.3833
3mu+,61.4315
4mu+,60.376
3pi+,100.657
3pi+,382.384
4pi+,382.03
3pi+,693.807
4pi+,693.4
3pi-,1053.64
4pi-,1053.15
2pi-,1052.76
3pi+,83.7017
3pi+,252.01
4pi+,250.418
3mu-,89.8734
4mu-,89.5177
3mu-,45.1902
4mu-,44.5795
2mu-,43.9107
3pi+,301.446
4pi+,301.112
3pi+,1314.31
3mu-,50.0576
4mu-,49.1604
3pi-,53.7395
3mu-,48.4923
4mu-,47.9083
3mu+,28.1008
4mu+,26.9526
3pi+,435.612
4pi+,435.281
3mu+,34.4375
4mu+,33.3699
3mu-,186.966
3mu+,64.9402
4mu+,62.4654
3pi-,181.572
4pi-,181.225
3pi-,294.154
3pi-,314.083
3pi+,42.7622
4pi+,41.7329
3pi-,154.479
4pi-,153.978
3pi+,285.714
3mu+,79.2075
3mu-,144.447
3mu+,81.9388
3pi+,220.164
3pi-,168.006
4pi-,166.987
3pi-,329.826
3pi+,405.334
4pi+,404.824
3pi+,179.567
4pi+,179.173
3pi-,70.4435
4pi-,69.7602
3pi+,307.473
4pi+,306.707
3pi-,577.417
3mu+,52.006
4mu+,50.4253
3pi-,146.761
3pi-,269.452
4pi-,269.019
3pi-,1037.97
4pi-,1037.36
2pi-,1036.88
3pi-,361.668
3pi+,47.558
4mu+,34.0849
3mu-,115.76
3pi-,308.574
3pi+,308.177
4pi+,307.767
3pi-,55.3452
4mu-,72.5936
3pi-,189.286
3pi+,253.373
3pi-,892.099
4pi-,891.769
2pi-,891.328
3pi+,577.342
3pi-,368.588
3pi+,405.7
3pi+,236.708
4pi+,236.312
3pi-,597.696
3pi-,392.266
4pi-,391.952
3mu+,154.923
3pi-,891.644
4pi-,891.318
3pi-,251.243
4pi-,250.869
3pi+,217.946
3mu-,252.861
4mu-,252.46
3mu-,112.436
4mu-,110.657
3pi-,357.526
3mu+,63.1441
4mu+,62.127
3pi+,63.4053
4pi+,62.562
3mu-,35.2592
3pi-,342.263
3pi-,429.977
4pi-,429.685
3mu+,85.1006
4mu+,83.3481
4pi+,712.244
3pi-,56.0425
4pi-,55.2717
3pi-,457.089
4pi-,456.78
3pi-,855.98
4pi-,855.618
3mu-,178.661
3mu-,30.0001
3pi+,46.4699
4mu+,15.0191
3mu+,50.1612
3pi-,35.2449
4pi-,33.8807
3pi-,963.276
4pi-,962.97
2pi-,962.574
3pi-,170.325
3pi-,603.985
3pi+,170.171
4pi+,169.695
3pi-,243.421
3pi+,65.3853
3pi-,616.596
3pi+,555.201
3pi-,238.197
3pi+,792.766
4pi+,792.39
3pi-,201.146
4pi-,200.812
2mu-,122.728
3mu+,22.1628
3mu+,61.6818
3pi-,651.016
4pi-,650.739
2pi-,650.248
3mu-,35.485
4mu-,34.4747
3pi+,487.579
4mu+,320.855
3pi-,219.372
4pi-,218.693
3pi-,166.341
4pi-,165.969
3mu+,216.734
3mu-,215.582
3pi-,408.002
3pi+,391.062
4pi+,390.656
3mu-,132.076
4mu-,131.566
3pi-,766.57
4pi-,766.267
3mu+,394.486
3pi-,104.603
4pi-,103.56
3pi+,290.752
4pi+,289.944
3pi-,96.7738
4pi-,96.2861
3pi+,541.089
3mu+,81.9626
3pi+,606.884
3pi+,165.391
4pi+,164.907
3pi+,129.106
4pi+,128.549
3pi+,289.074
3pi+,329.435
4mu+,177.416
3mu+,85.5442
3pi-,329.027
3pi-,427.007
3mu+,153.007
4mu+,152.666
3pi+,198.096
3mu+,24.0342
3mu+,3.00578
3mu-,244.362
3pi-,283.313
4pi-,283.013
2pi-,282.525
3pi-,151.564
4pi-,151.151
3pi-,376.141
3mu-,44.2486
4mu-,43.1759
3mu+,63.3171
4mu+,62.7324
3pi+,305.384
4pi+,304.8
3pi-,288.955
4pi-,288.655
3mu+,33.0341
3mu-,45.406
4mu-,44.4822
3mu-,556.635
3mu+,58.4065
4mu+,57.9356
3mu+,37.3006
4mu+,36.2463
3pi-,1021.24
3pi-,123.545
3mu+,50.0348
4mu+,49.398
3pi-,178.381
3mu-,176.192
3pi+,230.959
4pi+,230.641
3mu+,279.756
4mu+,279.305
3pi-,1356.62
4pi-,1356.31
2pi-,1355.86
3pi-,50.3365
4mu-,51.2097
3pi-,318.144
4pi-,317.703
2pi-,316.915
3mu-,79.9775
4mu-,79.0556
3pi+,645.61
3mu+,35.6648
4mu+,34.6593
3pi+,581.483
3mu+,78.6366
4mu+,78.1585
3pi+,191.094
4pi+,190.648
3pi+,121.296
4pi+,120.925
3pi-,400.219
4pi-,399.908
3mu+,5.21101
3mu+,95.8076
4mu+,95.2184
3mu+,153.308
3mu+,99.2805
3pi-,189.892
4pi-,189.318
3pi-,360.131
4pi-,359.696
3pi+,304.739
4pi+,304.387
3pi+,1212.75
3mu-,105.528
3mu-,31.2642
4mu-,28.9485
3mu+,12.2618
4mu+,9.55469
3pi+,260.251
3pi-,887.048
3pi+,241.137
4pi+,240.66
3pi+,608.984
4pi+,608.669
2pi+,608.25
3pi+,153.504
4mu+,136.777
3mu-,51.123
4mu-,50.3229
3pi-,144.098
4pi-,143.681
3pi-,232.713
3mu+,186.514
3pi-,30.8044
4mu-,35.2399
2mu-,34.5519
3mu+,287.016
3mu-,82.0279
4mu-,81.4546
3pi-,113.662
4pi-,113.236
3pi+,490.928
3pi-,291.222
3pi+,112.542
3mu+,348.947
3pi-,1444.77
4pi-,1444.46
2pi-,1444
3pi+,143.691
4pi+,143.167
3pi-,278.441
4pi-,277.882
2pi-,277.445
3pi-,161.58
4pi-,160.972
3mu-,45.5694
4mu-,43.1889
3pi+,143.532
4mu+,82.2559
3mu-,132.318
3pi+,337.611
3mu-,128.077
4mu-,127.417
3pi+,163.296
4pi+,162.826
3pi+,233.818
4pi+,233.476
3pi-,144.115
4pi-,143.584
3mu+,254.388
4mu+,253.962
3pi-,111.155
4mu-,61.8669
3pi-,159.87
4pi-,158.488
3pi+,157.417
3pi+,559.649
3pi-,184.696
4pi-,184.281
3pi-,52.7757
4pi-,51.7201
3pi-,176.943
3mu+,46.9782
4mu+,45.6798
3mu+,290.988
4mu+,290.539
3pi+,609.629
4pi+,609.245
3pi+,795.061
4pi+,794.777
2pi+,794.348
3mu+,215.35
4mu+,214.913
3pi-,270.774
4mu-,188.706
3pi+,791.028
3pi+,713.548
4pi+,713.021
2pi+,710.633
3pi-,297.845
4mu-,309.579
3mu+,79.1473
3mu+,63.1746
4mu+,62.3427
3pi-,1133.46
4pi-,1132.87
2mu-,914.81
3mu-,51.0345
4mu-,50.0551
3pi+,155.867
4pi+,155.151
3pi+,95.2464
4mu+,92.6716
3pi+,507.491
3mu+,402.715
3mu+,37.7768
4mu+,37.0233
3pi-,409.53
3mu+,129.782
3mu-,107.156
4mu-,106.051
3pi+,118.253
4pi+,117.524
3mu-,61.2932
3pi-,397.448
3pi+,161.397
4pi+,160.9
3pi+,253.255
4pi+,252.794
3pi-,39.8471
4pi-,38.3674
3pi-,99.0626
4pi-,98.4802
3pi+,308.835
3pi+,172.538
4pi+,171.812
3pi-,585.216
3pi-,175.874
4pi-,175.382
3pi+,123.812
4pi+,123.356
3pi-,29.919
4pi-,28.6029
3mu+,146.123
3pi-,378.064
4pi-,377.708
3pi+,46.1445
4mu+,47.699
3pi-,159.886
3pi-,145.435
4pi-,144.309
3pi+,523.673
4pi+,523.297
3mu-,604.839
4mu-,604.467
2mu-,604.083
3pi-,1211.95
3pi+,543.948
3pi-,72.0326
4pi-,71.1815
3pi+,92.5222
4pi+,91.9197
3mu+,262.833
4mu+,262.537
3mu+,160.251
3pi-,736.701
4pi-,736.34
2pi-,735.892
3mu+,29.6798
4mu+,28.8197
3pi-,145.543
4pi-,145.177
2mu-,85.4574
3mu+,266.495
3pi-,182.619
4pi-,182.004
3pi+,133.055
4pi+,132.496
3pi-,757.673
4pi-,757.259
3pi+,66.3653
4pi+,64.8509
3pi-,238.95
3pi+,263.652
4mu+,240.901
3pi-,468.632
3mu+,30.7039
4mu+,29.5347
3pi+,441.907
4pi+,441.597
3pi+,196.183
4pi+,195.798
3pi-,417.331
4pi-,416.97
3pi+,393.085
4pi+,392.743
3pi+,104.65
3mu-,474.369
4mu-,473.99
2mu-,473.519
3pi-,349.918
3mu-,197.734
4pi+,756.616
3pi-,312.211
4pi-,311.887
3mu+,1.71522
3mu+,173.634
3pi-,350.198
3pi-,187.178
4pi-,186.872
2pi-,186.453
3pi+,348.076
4pi+,347.76
3pi-,361.092
3pi-,453.517
4pi-,449.516
3pi+,248.93
4pi+,248.301
3pi+,179.159
3pi+,54.752
4pi+,54.1078
3pi+,183.354
4pi+,182.922
3pi+,228.375
4pi+,228.037
3pi+,214.725
4pi+,214.414
3pi-,373.111
4pi-,372.685
3pi+,1132.81
3pi+,256.16
4pi+,255.652
3mu+,198.851
4mu+,197.812
3pi+,81.0041
4pi+,80.0528
3mu-,202.451
4mu-,202.106
3pi-,275.759
4pi-,275.199
3mu-,299.333
3pi-,635.191
4pi-,634.764
3mu+,106.991
4mu+,106.44
3pi+,581.99
3mu-,238.366
3pi-,949.451
4pi-,948.899
2pi-,948.456
3pi+,434.582
4pi+,434.11
2pi+,433.745
3pi-,230.132
3pi-,210.841
4pi-,210.475
3mu-,146.031
3pi+,362.779
4pi+,362.443
2pi+,362.05
3mu-,176.953
3pi-,417.537
4pi-,417.107
2mu-,347.159
3pi-,514.124
4pi-,513.729
3pi-,193.656
3mu+,41.5218
4mu+,40.069
3mu-,12.3649
3pi+,353.183
4pi+,352.773
3pi+,228.481
4pi+,228.129
3mu+,163.026
3mu-,145.509
4mu-,144.652
3mu+,333.875
4mu+,333.442
2mu+,332.888
3pi+,48.8381
4mu+,21.2209
3pi-,1056.4
4pi-,1055.68
2pi-,1055.17
3pi+,654.972
4pi+,654.563
3pi-,529.824
4pi-,529.513
3pi-,207.22
3pi-,374.207
4pi-,373.843
3pi-,536.419
3mu-,42.4296
4mu-,41.1804
3pi+,297.899
4pi+,297.399
3mu-,116.534
3pi-,242.084
3pi+,85.6312
3pi-,289.709
4pi-,289.376
3pi+,292.462
4pi+,291.641
3mu+,82.4297
4mu+,81.8345
3mu-,174.434
3mu+,100.137
4mu+,99.6758
3pi+,144.598
4pi-,692.882
3mu+,280.655
4mu+,280.327
3pi+,138.759
4pi+,138.363
3pi+,92.4152
4pi+,91.8088
3pi+,378.362
4pi+,378.058
3mu-,120.003
4mu-,119.671
3pi+,141.456
4pi+,140.918
3pi+,337.881
4pi+,337.434
3pi+,228.598
3pi+,481.136
4pi+,480.775
2pi+,480.39
3mu-,42.9432
4mu-,42.4592
3pi+,1630.19
4pi+,1629.85
2pi+,1629.33
3pi-,6.21851
4mu-,4.91767
3pi+,137.016
3mu+,94.0567
3mu+,57.754
3mu+,60.0095
3pi+,164.742
4pi+,164.319
3pi-,296.609
4pi-,296.03
3pi-,878.221
3pi+,345.242
3pi+,493.419
4pi+,493.037
3mu+,53.7465
3mu-,73.1145
4mu-,72.499
3pi-,226.807
3pi+,256.695
4pi+,256.085
3pi+,330.225
3mu+,189.162
3pi-,272.988
3pi+,336.667
4pi+,336.325
3pi-,802.538
4pi-,801.717
3pi-,321.751
4pi-,321.355
3mu-,75.416
4mu-,74.7484
3mu-,13.3972
4mu-,11.5617
3mu-,295.944
3mu-,127.463
4mu-,126.782
3pi-,145.799
4pi-,145.318
3pi-,459.399
4pi-,458.996
2mu-,399.771
3pi-,1233.46
4pi-,1233.14
2pi-,1232.42
3pi-,289.352
4pi-,288.937
3mu-,380.675
3pi+,254.174
4pi+,253.826
3pi+,380.949
4pi+,380.578
3pi-,143.897
4pi-,143.42
3pi+,979.894
3pi-,264.384
4pi-,263.979
2pi-,263.188
3pi-,518.731
4pi-,518.17
3pi+,77.6041
4pi+,76.6276
3pi+,84.2377
4pi+,83.4142
3pi+,146.361
4pi+,145.712
3pi-,952.903
3pi-,352.294
3pi+,134.172
3mu+,199.351
3mu+,368.866
4mu+,368.358
3pi+,867.496
4pi+,867.195
3mu+,94.5102
4mu+,94.0017
3pi-,51.0941
4mu-,34.4627
3pi+,988.5
4pi+,988.192
2pi+,987.633
3pi-,321.154
3mu+,86.8011
3mu+,153.619
4mu+,153.04
3mu-,159.825
4mu-,159.399
3mu+,110.854
4mu+,110.159
3pi-,433.401
4pi-,433.024
3pi-,161.089
4pi-,160.622
3pi+,279.073
4pi+,278.762
3pi-,980.879
3pi+,778.128
4pi+,777.817
3pi-,459.153
4pi-,458.712
3pi-,117.448
4pi-,116.544
3mu-,448.081
4mu-,447.753
3mu-,125.975
pi+,992.715
3mu+,48.3901
4mu+,47.1653
3pi+,93.1735
4pi+,92.3477
3mu+,98.4914
4mu+,98.0153
3pi-,1065.35
3mu-,285.771
pi+,1200.53
3pi+,1184.06
4pi+,1183.7
3mu-,328.841
3pi-,522.668
3mu-,62.141
4mu-,60.6815
3pi-,730.858
4pi-,730.552
3pi-,387.277
4pi-,386.971
2pi-,385.951
3pi+,95.5552
4mu+,48.7993
3pi-,442.066
4pi-,441.653
3pi-,129.058
4mu-,85.2438
3pi-,556.733
3mu+,88.8764
4mu+,88.4144
3mu+,109.136
4mu+,108.644
3mu-,70.7376
4mu-,68.9698
3pi-,296.529
4mu-,321.281
3pi+,214.208
4pi+,213.846
3mu-,167.224
4mu-,166.872
3pi+,260.723
3pi-,204.598
4pi-,204.24
3pi+,281.892
4pi+,281.565
2pi+,281.036
3pi+,69.5564
4pi+,68.7748
3pi-,451.185
4pi-,450.806
3pi-,449.549
3pi+,275.356
4pi+,274.898
2pi+,274.442
3pi+,365.344
3pi-,104.363
4pi-,103.897
3pi+,166.717
3pi-,377.335
4pi-,376.906
3pi-,179.235
4pi-,178.371
3pi+,184.599
3pi+,289.55
3pi+,169.599
4pi+,169.11
3pi-,566.554
4pi-,566.267
3mu-,272.2
4mu-,271.719
4pi+,763.833
3pi-,52.6141
4mu-,26.0683
3pi+,929.158
3pi-,83.7815
4pi-,82.9023
3pi-,303.094
4pi-,302.817
3pi-,98.1016
4pi-,97.5808
3pi-,149.889
3pi+,170.48
4pi+,169.857
3pi-,934.638
3pi+,1131.38
3pi+,476.565
4pi+,476.213
3pi+,625.736
3mu-,67.214
3pi+,263.358
4pi+,262.391
3pi-,189.556
4pi-,189.179
3mu-,335.208
4mu-,334.876
3mu+,97.4702
3pi-,148.591
4pi-,147.702
3pi-,553.094
3pi-,162.872
4pi-,162.486
3pi+,270.014
4pi+,269.673
3pi+,316.695
3pi-,460.938
4pi-,460.631
3pi+,292.267
3pi-,679.936
4pi-,679.508
3pi-,517.794
3pi-,167.841
4pi-,167.495
3pi+,198.977
4pi+,198.555
3pi+,380.23
3pi+,660.778
4pi+,660.492
3pi+,168.412
3mu-,245.195
3pi-,173.05
4pi-,172.5
3mu-,25.4076
4mu-,24.5348
3pi-,177.801
4pi-,177.43
3mu+,16.8117
4mu+,15.3234
3mu+,175.488
3pi-,195.496
4pi-,195.083
3mu+,23.2492
3pi+,277.799
3mu+,405.721
3pi-,1186.16
3pi-,106.316
4mu-,95.4571
3mu-,115.209
3pi+,957.489
4pi+,957.174
2pi+,926.389
3mu-,147.524
3mu-,34.2173
4mu-,32.8127
3mu-,32.924
3pi+,734.027
4pi+,733.631
3pi+,381.542
4pi+,381.247
2pi+,380.831
3pi+,314.72
3pi+,269.205
3pi+,68.5057
4mu+,71.2011
3pi-,222.457
4mu-,151.443
3pi+,362.382
4pi+,361.942
2pi+,361.568
3pi+,437.377
3mu+,135.353
3mu+,42.3749
4mu+,41.4496
