ParticleType,Energy
2pi-,736.926
pi+,1605.23
pi+,884.947
2pi+,883.51
3pi+,814.717
mu-,122.299
pi-,192.262
mu-,4731.24
pi-,210.125
pi-,2611.02
pi+,914.87
pi+,978.634
2pi+,957.79
3pi+,787.165
pi-,605.689
pi+,392.587
pi+,690.045
mu+,398.866
2mu+,322.95
3mu+,184.19
pi+,566.623
2mu+,417.167
3mu+,359.052
pi-,479.819
2pi-,478.615
3pi-,431.055
4pi+,283.8
mu+,473.025
2mu+,443.893
3mu+,395.335
3pi-,1010.37
pi-,479.398
2pi-,468.825
3pi-,372.254
pi+,575.279
2pi+,540.004
3mu+,327.195
pi-,544.265
2pi-,414.517
2pi-,583.678
3mu+,424.221
pi-,1135.75
2pi-,1134.51
3pi-,1133.03
pi+,1369.5
3mu+,609.86
2pi-,298.041
3mu+,16.1981
2pi-,283.421
pi-,298.777
2mu-,308.994
3mu-,227.057
pi-,456.572
2mu-,289.116
3mu-,173.178
pi-,563.546
pi-,115.926
2pi-,114.303
3mu-,40.9088
pi-,125.674
pi-,569.916
pi+,920.939
2pi+,841.067
pi-,358.94
pi+,90.185
pi-,404.906
2mu-,306.654
mu+,1411.16
2mu+,1409.81
3mu+,1369.5
pi-,222.773
2mu-,201.493
3mu-,200.094
pi-,437.003
pi+,247.353
pi+,72.864
mu-,48.4343
pi-,716.42
2pi-,714.9
3pi-,673.541
pi-,206.101
pi-,2618.03
pi+,1397.02
pi-,299.085
2pi-,297.979
3pi-,292.795
pi-,672.985
2pi-,660.995
3pi-,578.187
pi-,1095.99
2pi-,1094.87
3pi-,1031.78
mu+,1091.96
2mu+,1060.95
3mu+,988.579
pi+,749.75
2pi+,748.503
3pi+,660.246
pi+,2506.08
2pi+,2504.32
3pi+,2460.99
3mu-,240.791
pi+,542.36
2mu+,499.212
3mu+,441.408
pi-,1177.41
pi+,733.262
mu-,106.538
2mu-,53.897
pi+,79.0422
pi+,115.665
pi+,1237.58
pi-,619.852
pi+,658.242
2mu+,488.066
3mu+,416.267
pi-,246.082
3pi+,919.355
3pi-,446.091
pi+,796.831
pi+,174.685
pi+,15.1671
pi-,745.575
2pi-,743.892
pi+,531.345
2pi+,530.045
3pi+,528.854
pi+,597.268
2pi+,596.08
3pi+,595.016
mu+,451.642
3mu+,177.154
pi+,1881.81
pi-,764.431
2pi-,762.797
mu-,250.099
pi+,754.94
3pi-,102.894
2mu-,136.655
pi+,290.546
2pi+,289.004
3pi+,268.429
pi+,268.962
pi-,593.243
2pi-,422.076
3pi-,349.719
pi+,224.601
pi+,930.767
2pi+,929.547
3pi+,843.4
pi-,610.079
pi+,241.487
2pi+,180.031
3mu+,44.5448
pi-,274.466
pi+,621.982
3pi-,220.744
pi+,1119.14
2pi+,1073.22
pi-,1130.76
2pi-,1023.39
mu-,402.769
2mu-,401.474
3mu-,360.38
pi+,466.918
pi-,599.907
2pi-,598.777
3pi-,508.641
pi+,751.344
2pi+,750.123
3pi+,748.322
pi-,301.606
2mu-,220.045
3mu-,218.68
pi+,568.663
2pi+,565.441
pi+,502.947
2pi+,469.78
pi-,903.247
pi-,774.531
pi-,1273.46
mu+,159.767
2mu+,158.474
3mu+,95.1267
pi+,123.782
mu-,414.529
2mu-,413.037
3mu-,372.767
pi+,671.381
pi-,57.1726
mu-,611.863
2mu-,610.126
3mu-,560.34
pi-,157.656
pi+,132.069
pi+,1443.89
pi-,569.09
2pi-,567.718
3pi-,474.705
mu+,105.214
pi-,84.8558
2pi-,200.917
pi+,1536.91
2pi+,1535.66
3pi+,1472.62
mu+,158.46
2mu+,156.632
3mu+,155.361
pi-,485.542
2pi-,421.325
2pi-,116.559
2pi+,332.886
pi-,514.669
pi+,556.995
pi+,1676.03
mu+,35.7888
2mu+,18.1975
3mu+,13.9315
mu+,82.7819
pi-,1363.45
pi-,421.495
pi+,129.016
2pi+,127.551
pi+,1249.21
mu+,180.689
2mu+,168.854
3mu+,88.9044
pi-,356.047
2mu-,24.2696
mu-,232.153
2mu-,170.043
pi+,741.721
3mu+,243.6
pi-,405.307
pi+,382.654
2pi+,380.97
3mu+,383.764
pi+,707.687
2pi+,527.787
pi+,383.839
pi-,983.877
2pi-,982.704
pi+,68.4038
2mu+,47.7799
3mu+,45.8958
pi+,1168.89
2pi-,251.133
3mu-,80.5869
mu-,88.2436
2mu-,86.3702
3mu-,83.7315
pi-,980.346
2pi-,979.201
3pi-,827.109
pi-,215.626
pi-,102.375
pi+,1588.14
3pi+,1262.41
mu+,97.334
pi+,132.666
2mu-,638.577
3pi+,447.466
pi-,398.552
mu-,136.374
2mu-,134.768
3mu-,133.166
mu-,101.55
pi+,1741.96
2pi+,1740.65
3pi+,1739.41
pi+,1102.04
2pi+,1019.34
pi-,79.6913
pi-,1850.84
pi+,42.2446
pi+,376.198
pi+,950.636
2pi+,949.398
3pi+,857.542
pi+,482.082
pi-,525.061
2pi-,523.929
3pi-,435.603
pi+,55.5294
pi-,708.488
2mu-,729.36
3mu-,727.575
pi+,1658.11
2mu+,397.817
pi+,356.332
2pi+,355.082
3mu+,207.397
mu+,160.922
2mu+,159.688
3mu+,158.181
mu+,117.73
2mu+,104.797
3mu+,103.098
pi+,1352.69
mu+,289.975
2mu+,288.466
3mu+,235.303
pi+,1812.86
mu-,692.889
3mu-,417.357
mu+,342.552
2mu+,341.386
3mu+,340.127
pi+,728.448
2pi+,713.18
mu+,17.8577
pi-,1142.65
2pi-,501.801
3pi-,385.465
pi-,971.143
2pi-,950.819
3pi-,861.94
2mu-,249.189
3mu-,164.64
3mu+,188.148
pi-,535.936
pi+,1963.53
2pi-,421.411
3pi-,362.399
pi+,684.563
3mu+,326.171
pi-,269.964
3pi-,333.388
pi-,271.539
2mu-,160.297
3mu-,158.812
pi+,235.647
pi+,769.796
pi+,47.1112
mu+,160.273
2mu+,158.438
3mu+,157.31
pi+,354.13
2mu+,281.346
3mu+,209.346
pi+,1163.11
pi-,23.9235
mu+,509.615
2pi+,445.027
3pi+,414.194
2mu-,231.112
2pi+,562.03
3mu+,533.007
pi+,954.502
2pi+,905.366
3pi+,754.64
pi-,193.983
2mu-,141.326
3mu-,77.1557
3pi-,623.269
pi-,429.909
pi+,1314.06
2pi+,1312.9
3pi+,1311.62
pi-,615.668
pi-,548.744
2mu-,486.405
3mu-,427.958
mu-,324.124
3mu-,16.7287
pi+,1229.59
3pi+,909.471
mu+,409.101
2mu+,407.914
3mu+,369.73
pi-,751.56
2pi-,722.866
3pi-,653.104
pi-,1330.07
mu+,216.876
2mu+,153.286
pi+,345.373
2pi-,45.5551
pi-,322.911
pi-,3108.92
2pi-,62.7488
3mu+,310.422
pi+,476.39
2pi+,474.904
3pi+,412.123
2pi-,86.4036
pi+,84.1823
pi+,485.123
2pi+,471.622
mu+,374.32
2mu+,373.096
3mu+,371.726
pi-,522.603
3mu-,225.188
pi+,402.256
pi+,109.163
mu-,950.105
3mu-,538.647
mu-,193.541
2mu+,184.67
3mu+,92.7434
pi+,3281.04
pi+,796.571
pi+,120.429
2mu+,213.437
mu-,158.887
2mu-,14.1598
3mu-,8.7518
pi+,502.938
2pi+,274.335
pi+,143.388
pi+,1809.47
2pi+,12.9403
mu+,232.46
2mu+,230.739
3mu+,167.774
mu+,311.361
2mu+,139.51
3mu+,126.081
pi+,93.9836
mu+,1212.42
2mu+,1211.25
3mu+,1085.99
pi+,2248.22
2pi+,2246.97
3pi+,2245.66
pi-,225.961
3mu-,106.941
pi+,346.519
mu-,32.9499
pi-,2193
2pi-,2191.87
3pi-,2190.68
pi+,473.972
2mu+,273.763
3mu+,272.614
pi+,107.602
pi-,149.916
2pi-,69.4636
3pi-,67.0512
pi+,505.04
2pi+,503.682
3mu+,383.896
mu-,40.6948
2mu-,38.3416
mu-,22.9807
2mu-,19.1768
pi+,216.534
2pi+,133.416
pi+,316.193
pi-,138.564
2mu-,117.956
3mu-,116.106
pi+,407.668
2mu+,372.464
3mu+,371.035
pi-,479.467
2pi-,422.414
pi+,639.129
2mu+,397.569
3mu+,323.171
pi+,132.382
2mu+,3.60557
pi-,29.5483
2mu-,3.94477
pi+,834.001
2mu+,784.671
3mu+,365.089
pi-,800.995
mu-,499.418
2mu-,498.003
3mu-,461.48
mu-,208.747
2mu-,207.53
3mu-,204.542
mu+,1806.49
2mu+,1805.2
3mu+,1803.52
mu+,196.204
2mu+,194.818
3mu+,193.364
pi+,676.796
2pi+,675.671
3pi+,674.136
pi+,372.27
2pi+,371.052
3mu+,373.665
mu+,479.873
2mu+,478.376
3mu+,413.679
pi-,889.154
2mu-,684.441
3mu-,576.224
pi+,1140.71
2pi+,1035.91
pi+,425.998
2mu+,237.458
3mu+,235.621
pi+,338.401
pi+,775.441
2pi+,381.114
pi+,162.241
pi-,575.476
2pi-,508.207
mu-,28.7223
2mu-,26.1287
3mu-,22.792
pi+,936.067
3mu+,492.006
2mu+,522.437
pi+,1018.58
pi+,1300.23
mu-,285.498
2mu-,259.088
3mu-,145.396
pi+,174.521
2mu+,136.887
3mu+,73.504
mu+,291.676
2mu+,258.4
3mu+,153.661
mu+,761.882
2mu+,758.662
3mu+,757.489
pi-,485.238
2pi-,439.016
3mu-,253.477
mu+,294.955
pi+,2305.76
mu+,355.922
2mu+,263.217
3mu+,155.586
pi-,558.555
pi-,752.871
2pi-,751.441
3pi-,750.282
mu-,53.3525
3mu+,648.202
pi+,2049.96
pi-,1381.56
2pi+,179.74
mu-,757.244
2mu-,756.079
3mu-,754.833
2pi-,794.413
pi+,987.735
2pi-,324.814
3mu+,37.5802
pi-,1513.56
2pi-,1512.26
3pi-,1427.04
pi+,377.68
2pi+,376.464
3pi+,371.252
pi-,2293.54
2pi-,2292.13
3pi-,191.958
3pi+,694.748
pi+,1817.66
2pi+,254.029
3pi+,172.177
pi+,966.142
2mu+,821.449
pi-,297.537
pi+,1922.21
2pi-,85.0543
mu+,10.4712
pi-,203.779
pi-,556.905
mu+,38.2937
2mu+,35.602
pi-,1923.05
pi-,983.022
2pi-,981.416
3pi-,980.256
pi-,436.175
3mu-,92.6854
3mu+,53.1815
mu-,33.5434
2mu-,30.7689
3mu-,28.0626
mu-,220.853
2mu-,219.579
3mu-,218.043
pi+,1868.87
pi+,322.631
2pi+,291.346
3mu+,225.324
pi+,2892.93
pi+,178.187
2pi+,176.969
3pi+,175.501
pi+,1599.94
pi+,494.326
pi+,172.739
pi-,296.569
mu+,61.8517
pi+,229.12
2pi+,227.811
mu-,53.7162
2mu-,49.9727
mu+,64.7187
2mu+,63.2021
3mu+,29.6636
pi+,678.455
3pi+,361.843
mu-,34.172
pi-,710.237
2pi-,709.076
3pi-,657.78
mu-,1.35456
pi+,137.704
pi+,507.268
pi-,653.416
2pi-,652.337
mu-,48.2051
2mu-,45.9002
3mu-,41.1821
pi-,629.708
2pi-,628.159
3pi-,626.944
pi+,1156.64
2pi+,1096.06
pi-,138.932
2mu-,101.206
3mu-,99.8759
pi+,2465.37
2pi+,2464.14
3pi+,2435.29
mu-,113.543
2mu-,112.306
3mu-,110.869
pi-,265.999
2mu-,224.802
3mu-,150.388
pi-,954.249
2pi-,952.959
3pi-,871.359
pi+,305.898
2mu+,255.265
3mu+,233.925
mu-,189.693
2mu-,149.891
3mu-,123.847
pi+,898.889
pi+,1226.62
pi+,593.765
mu+,24.1413
pi+,397.966
3mu+,4.08579
pi-,291.553
pi-,277.974
pi+,544.67
2mu+,433.802
pi+,562.006
pi+,702.575
2pi+,701.261
3pi+,621.131
mu-,87.2821
pi+,581.843
2pi+,580.657
pi-,310.839
2pi-,264.505
3pi-,263.24
pi+,1215.29
pi+,451.042
pi+,1277.35
2pi+,649.679
pi-,789.667
2pi-,788.517
3pi-,787.231
pi+,383.461
mu+,178.676
pi+,269.514
3mu+,19.8591
pi-,686.765
2pi-,575.653
pi-,331.363
2pi-,266.433
3pi-,143.938
pi+,232.246
2pi+,231.04
3mu+,104.254
pi-,982.967
pi+,1879.43
2pi+,21.8271
pi+,722.258
pi+,3428.13
2pi+,1210.66
pi-,456.622
2mu-,314.528
3mu-,312.843
pi+,307.646
2pi+,275.795
3pi+,205.924
pi-,588.852
2pi-,587.647
3pi-,494.19
pi-,590.669
2pi-,588.484
3mu-,252.711
pi+,583.933
2pi-,132.257
pi+,613.189
2pi+,575.294
3pi+,486.501
mu+,22.6037
pi+,207.239
pi-,207.291
2pi-,205.593
3pi-,170.383
pi-,505.452
2pi-,272.544
pi+,610.827
2pi+,588.706
pi+,1147.21
pi-,466.589
2mu-,425.679
2mu-,132.353
3mu-,118.487
pi+,93.0767
2pi+,63.254
3mu+,45.6903
pi+,185.075
pi+,1551.24
2mu+,544.385
pi-,1260.37
2pi-,1229.22
3pi-,1171.74
pi-,241.8
mu-,539.16
2mu-,496.988
pi+,394.897
2pi+,393.465
3pi+,354.532
mu+,561.985
2mu+,513.364
pi+,1263.73
pi-,1325.65
pi+,191.075
2pi+,189.806
3mu+,164.563
pi-,589.772
2pi-,588.103
3mu-,469.091
mu-,146.004
pi+,2140.35
2pi+,2138.11
3pi+,2136.55
pi-,1193.3
pi+,1072.71
2pi+,954.033
pi-,1099.95
2pi-,1098.6
3pi-,336.207
pi+,574.774
2mu+,417.899
pi-,334.809
3mu+,566.316
pi+,857.717
2pi+,856.12
pi-,164.037
2pi-,162.685
3pi-,159.579
pi+,746.738
pi+,696.162
pi+,313.187
pi-,763.345
2pi-,761.682
3pi-,760.458
pi+,705.655
2pi-,263.157
pi-,173.699
2pi-,172.256
pi+,352.323
pi-,1100.77
2pi-,1059.44
3pi-,973.108
pi+,557.53
pi+,23.0017
2pi+,18.1429
3pi+,12.1586
pi+,163.866
pi+,987.953
2pi+,986.813
3pi+,904.955
pi-,71.5193
mu+,337.025
2mu+,335.76
3mu+,334.124
pi+,750.151
2pi+,748.897
3pi+,747.776
pi-,989.655
2mu-,622.498
3mu-,517.058
pi+,464.472
2mu+,442.327
3mu+,441.12
pi-,340.169
mu-,103.364
pi+,698.701
2pi+,697.473
3pi+,616.443
pi+,542.665
2pi+,490.394
pi+,453.37
2pi+,422.792
3pi+,357.005
pi+,2198.09
pi+,989.841
pi+,1244.49
2pi-,50.2987
mu-,136.284
2mu-,134.707
3mu-,132.079
pi+,134.394
pi+,861.491
3pi+,608.548
pi-,326.841
2pi-,305.124
3pi-,303.724
pi+,882.127
2pi+,880.399
3pi+,786.083
mu-,183.008
2mu-,181.88
3mu-,180.042
2mu-,38.2707
3mu-,35.8433
pi-,614.487
2pi-,613.168
3pi-,611.999
pi+,1188.68
2mu+,870.222
3mu+,796.349
pi-,267.013
2mu-,293.781
3mu-,212.056
mu-,160.896
2mu-,159.646
3mu-,158.244
mu+,679.95
2mu+,678.607
3mu+,635.313
pi+,1383.65
pi-,676.547
mu+,377.435
2mu+,376.197
3mu+,293.128
pi-,482.75
2pi-,481.519
3pi-,433.617
3mu+,120.647
mu-,106.993
2mu-,105.501
pi-,545.756
2pi-,496.861
pi-,781.72
pi-,697.484
pi-,1899.41
pi+,1395.54
pi+,574.894
2pi+,573.651
3pi+,517.597
3mu-,83.8788
pi-,1452.52
2pi-,393.832
pi+,367.446
pi-,1399.01
pi-,630.103
2pi-,628.23
3pi-,623.686
pi+,449.895
pi+,872.547
pi+,441.322
2mu+,285.661
3mu+,224.923
pi-,385.168
2pi-,384.02
3mu-,317.309
pi+,855.29
2pi+,853.696
2mu+,421.894
pi-,377.006
2mu-,341.029
3mu-,278.827
pi+,374.939
pi+,353.287
2pi+,351.977
pi-,691.127
2mu-,468.584
3mu-,419.568
pi+,205.889
2pi+,86.5944
3mu+,145.545
pi+,498.009
2pi+,478.865
pi+,373.34
pi-,246.859
2pi-,245.75
3pi-,244.49
mu+,111.965
2pi-,327.763
3pi-,220.887
pi+,560.756
2pi+,451.801
3mu+,137.171
2pi+,460.711
pi+,55.6296
pi+,712.187
2pi+,710.906
3pi+,709.306
pi-,1456.77
2pi-,539.645
mu+,182.651
2mu+,181.329
3mu+,179.848
pi-,864.959
2pi-,863.944
3pi-,862.698
pi+,1565.32
2mu+,1048.98
3mu+,976.175
pi-,572.609
2pi-,467.37
3pi-,591.877
pi+,796.736
2pi+,795.591
pi-,260.205
mu-,40.0593
2mu-,37.8027
3mu-,35.6686
3mu-,1247.02
pi+,603.274
2pi+,583.842
3pi+,494.622
mu-,434.625
pi+,1910.09
pi-,1865.54
pi+,1915.98
pi-,552.399
2mu-,502.211
3mu-,440.57
2pi-,170.139
pi+,339.484
2mu-,69.5008
pi-,1288.11
pi+,728.229
pi-,14.9193
mu+,856.868
2mu+,795.157
pi-,934.687
mu+,521.489
2mu+,520.279
3mu+,467.232
pi+,35.0389
2pi+,32.1026
3mu+,48.4875
pi+,1865.97
pi-,128.662
pi-,874.187
pi+,237.731
mu-,468.896
2mu-,467.101
3mu-,380.626
pi+,356.013
pi+,128.023
pi-,1109.72
2mu-,868.154
pi-,692.373
3mu+,85.2244
pi+,1418.21
2pi+,1416.9
3pi+,1384.99
pi-,38.198
pi+,1520.73
2pi+,1517.74
3pi+,1478.13
pi-,384.972
2mu-,227.465
3mu-,226.25
pi+,1782.99
pi+,198.821
2mu+,101.565
pi+,2734.33
2pi+,2733.1
3pi+,2731.72
pi-,351.551
2pi-,350.086
pi-,192.642
mu+,451.553
2mu+,431.747
3mu+,330.567
pi+,2002.48
pi+,337.02
pi-,494.279
pi+,262.33
2pi+,146.297
mu+,23.9068
mu+,199.584
2mu+,198.135
3mu+,140.217
pi-,1544.32
2pi-,1297.09
3pi-,1148.8
mu+,158.046
2mu-,11.7633
pi-,217.473
pi+,253.004
pi+,473.184
pi-,691.266
2pi-,689.01
3pi-,605.917
pi+,1607.1
pi+,1007.84
2pi+,1000.24
pi+,2287.35
2pi+,2284.07
3pi+,2281.35
mu+,291.457
2mu+,205.595
3mu+,146.371
pi-,590.959
mu+,231.442
2mu+,186.017
3mu+,184.672
3pi-,438.376
pi+,1441.24
mu+,508.665
2mu+,433.636
3mu+,303.507
mu+,451.831
3mu+,255.264
pi-,163.67
mu-,439.912
2mu-,429.652
3mu-,372.894
pi-,86.0861
2mu-,34.4441
pi+,581.145
2pi+,554.205
pi+,107.597
2pi+,105.534
pi+,324.958
pi+,159.962
2pi+,158.449
3mu+,127.827
pi-,1280.3
2pi-,1279.09
3pi-,1277.8
2mu+,201.336
3mu+,159.637
pi-,1081.85
2pi-,1080.03
3pi-,271.428
3pi-,447.545
pi+,1241.04
2pi+,1235.93
3pi+,229.699
pi-,889.343
2pi-,888.139
3pi-,823.246
pi-,132.596
pi+,577.391
2pi+,553.102
pi+,888.772
2pi+,887.513
3pi+,886.147
pi+,1728.73
3pi-,381.645
3pi+,516.313
mu+,319.869
2mu+,318.508
3mu+,317.139
mu-,122.76
2mu-,121.304
3mu-,119.602
pi+,78.1909
2mu-,504.562
3mu-,422.211
pi+,560.986
2pi+,513.394
3pi+,423.834
pi+,227.629
2pi+,225.771
3pi+,224.576
pi+,1145.5
2pi+,1144.39
3mu+,1069.75
pi-,529.783
2pi-,500.04
3pi-,424.572
pi-,311.376
2pi-,310.195
3mu-,198.277
pi+,110.601
2pi+,109.156
3mu+,131.591
mu-,156.384
3pi-,422.704
pi-,1314.09
2pi-,1312.81
3pi-,1266.31
pi-,1333.02
pi+,785.331
2pi+,784.03
pi+,2072.69
3mu+,1387.13
pi-,2251.18
2mu+,169.698
3mu+,76.0818
2pi-,106.885
2pi-,78.3288
3mu+,447.228
mu-,130.942
2mu-,129.444
3mu-,79.9654
pi+,1808.95
2pi+,73.6891
mu+,252.542
3mu+,15.3851
mu-,372.008
2mu-,370.637
3mu-,369.326
pi-,410.021
mu-,470.583
pi-,89.8472
2mu-,36.8547
3mu-,34.6732
3pi-,235.857
3pi+,761.635
3pi-,10.1304
3pi+,366.756
pi+,729.483
2mu+,569.938
3mu+,515.902
2pi-,1003.93
pi+,334.113
mu-,283.98
2mu-,282.83
3mu-,281.586
pi+,410.112
2pi+,408.876
3pi+,405.563
pi-,546.549
pi-,774.629
2mu-,422.717
3mu-,370.841
pi+,448.108
mu-,218.437
2mu-,87.5711
pi+,201.799
2pi+,200.571
3mu+,157.674
pi+,851.81
2pi+,850.681
3pi+,748.678
mu+,235.189
3mu+,2587.41
pi+,259.352
2pi+,257.149
3pi+,255.853
pi-,948.929
pi+,1081.42
pi+,661.24
mu-,45.6508
pi+,512.817
2pi+,511.749
pi+,1292.64
2pi+,1291.43
3pi+,353.53
2pi-,430.114
pi-,46.2202
pi+,461.672
2pi+,432.718
3pi+,347.828
pi-,264.143
2pi-,251.605
3mu-,135.246
pi+,3000
2pi+,2998.68
3pi+,2885.19
mu+,210.913
2mu+,198.834
3mu+,124.719
pi+,936.939
2pi+,878.198
3pi-,629.521
pi+,559.511
2pi+,515.502
pi-,758.512
2pi-,76.5365
3pi-,57.4608
pi+,410.727
pi+,78.465
pi+,1685.8
2pi+,1684.74
3pi+,1683.5
pi-,863.797
pi-,698.628
2pi-,697.359
3pi-,650.608
pi+,956.869
pi+,1452.2
pi-,614.477
2mu-,452.578
3mu-,432.407
pi-,1143.86
2pi-,1004.29
pi+,634.146
2pi+,632.979
3pi+,631.693
pi+,879.765
pi-,120.558
2pi-,70.9534
3mu-,23.8413
pi+,1248.95
mu+,70.4111
2mu+,57.337
pi-,354.769
2pi-,353.649
3pi-,352.399
pi-,521.722
2pi-,520.522
3pi-,455.781
pi+,210.549
2pi+,137.867
mu-,646.286
3mu-,320.083
mu+,586.97
2mu+,585.809
3mu+,507.054
pi+,939.873
2pi+,882.405
3mu+,283.951
pi+,254.336
2pi+,161.846
3pi+,123.815
pi+,1626
mu+,205.047
pi+,525.222
pi-,113.594
mu+,272.983
2mu+,145.647
3mu+,79.7033
pi-,696.363
pi-,41.3858
2mu-,58.035
3mu-,56.1932
pi+,266.463
pi+,422.049
2pi+,399.706
pi-,480.723
2pi-,479.034
3pi-,295.269
pi+,846.913
2pi+,837.1
3pi+,702.163
pi-,817.056
2pi-,815.791
3pi-,814.585
2pi+,492.63
3pi+,400.283
pi-,420.375
2mu-,339.661
3mu-,338.507
pi-,919.812
pi+,310.414
2pi+,205.056
3mu+,87.2289
pi+,711.08
2pi-,321.086
3pi-,249.109
pi+,2603.74
mu-,412.76
3mu-,116.548
pi+,588.407
2pi+,553.187
pi+,124.859
pi-,461.245
2pi-,460.017
3pi-,440.514
3pi+,693.041
3pi+,242.543
pi+,196.329
pi+,71.2346
pi-,1012.4
pi+,460.457
2pi+,440.28
3mu+,176.104
pi-,111.9
pi+,1328.91
pi+,289.336
2mu-,166.964
3mu-,76.9674
mu-,547.317
2mu-,477.83
pi+,1347.68
pi+,364.54
2pi-,249.566
pi+,2249.29
2mu+,1352.71
3mu+,1351.15
pi+,335.212
2mu+,253.764
3mu+,177.506
pi+,696.477
2pi+,633.127
mu+,293.97
2mu+,292.744
3mu+,291.577
pi-,675.039
2pi-,673.372
3pi-,601.18
pi-,412.288
2mu-,225.951
3mu-,224.787
3mu-,351.949
pi+,624.347
2pi+,623.103
3pi+,621.795
mu+,225.296
2mu+,224.004
3mu+,134.241
pi-,2223.55
pi+,107.521
pi-,815.247
2pi-,785.72
3pi-,689.07
pi+,989.801
pi+,1243.84
2pi+,1127.69
3pi+,1061.02
pi-,157.916
2pi-,156.513
3mu-,56.2924
pi+,441.507
2pi+,418.887
3pi+,344.361
pi-,78.0239
pi-,449.262
2pi-,448.061
pi+,300.66
2pi+,267.8
3pi+,196.096
pi-,151.866
2pi-,121.448
pi-,283.918
2pi-,281.646
pi-,718.94
pi-,1382.99
2mu+,531.575
pi+,528.978
2pi-,97.8175
pi+,891.862
pi+,757.736
2pi+,756.605
3pi+,170.037
2pi-,209.204
3pi-,207.825
2pi-,29.1707
mu-,29.0569
pi+,687.805
pi-,637.189
2pi-,635.955
3pi-,634.749
pi+,669.617
2pi+,668.446
3pi+,647.874
pi+,153.737
2pi+,151.999
pi+,451.165
2pi+,449.767
3pi+,406.057
2pi-,413.487
pi-,92.2494
pi+,1187.27
pi-,201.392
2mu+,85.7804
3mu+,83.0356
pi+,1048.15
2mu+,197.298
3mu+,90.1169
pi-,247.782
2pi-,185.583
3pi-,129.259
pi+,411.211
pi-,63.8549
pi-,332.405
pi+,550.515
2pi+,547.221
3mu+,444.565
mu+,499.609
2mu+,498.352
3mu+,497.192
pi+,220.682
pi+,2220
pi+,536.595
mu+,466.887
2mu+,443.409
3mu+,315.559
pi+,246.058
2mu+,196.924
3mu+,143.333
pi-,253.88
2mu-,165.192
3mu-,74.7854
pi-,1308.51
pi-,221.746
2mu-,131.675
3mu-,130.183
pi+,251.477
2pi+,249.902
3pi+,248.414
pi-,732.739
3mu-,206.92
3pi-,795.656
3pi-,211.955
3mu-,45.7018
pi-,392.77
2pi-,274.693
3pi-,177.144
pi+,184.649
mu+,212.732
2mu+,144.889
mu+,101.229
pi-,727.065
2pi-,694.951
pi-,359.337
2mu-,232.511
3mu-,141.015
pi+,568.898
3pi+,561.235
pi+,1007.71
2pi+,975.976
3mu+,701.514
3mu-,75.2553
pi+,672.062
pi-,1550.72
pi+,122.091
pi+,375.905
2pi+,105.496
mu-,231.833
pi+,1947.72
2pi+,1946.15
3pi+,1944.91
pi-,723.956
2pi-,675.757
mu+,71.6088
2mu+,69.8462
3mu+,68.1918
mu-,700.432
2mu-,699.024
3mu-,697.674
pi-,731.506
2pi-,309.253
pi-,121.482
pi+,1961.95
pi-,669.518
mu-,549.512
2mu-,452.656
mu-,135.576
pi+,389.424
pi-,992.252
2pi-,971.979
3pi-,758.934
pi+,410.218
pi-,368.883
2pi-,293.947
pi-,1686.24
pi+,1366.53
pi+,3324.15
pi+,443.356
2pi+,431.667
3pi+,359.796
mu+,93.215
pi-,671.017
pi+,532.817
2pi+,531.638
3pi+,499.449
pi+,280.771
2pi+,279.32
3pi+,216.432
pi+,408.048
2mu+,190.632
3mu+,189.303
pi+,69.9718
pi+,561.579
2mu+,586.678
3mu+,494.925
pi-,1139.65
2pi-,1119.73
pi+,745.743
2pi+,685.219
pi+,1353.44
2pi+,1352.3
3pi+,1350.66
mu-,51.0491
2mu-,49.0911
3mu-,21.3864
pi+,1725.61
2pi+,1724.39
3pi+,1721.96
pi-,276.155
pi-,894.893
2pi-,893.744
pi-,42.6966
2pi-,39.4571
2mu-,27.7722
3mu-,24.3973
mu+,713.283
pi+,643.312
mu+,391.132
2mu+,279.378
pi-,1859.06
pi-,35.5322
mu+,236.267
2mu+,234.897
3mu+,202.385
pi-,858.659
2mu-,678.949
3mu-,606.448
pi+,604.543
mu+,62.8572
pi-,442.032
2pi-,431.964
3pi-,377.144
pi+,992.621
2mu+,806.701
pi-,388.744
2pi-,387.547
3pi-,386.335
pi-,496.948
mu+,110.872
pi-,298.083
pi+,1348.16
pi-,856.73
2pi-,855.515
3pi-,757.397
pi+,695.973
pi+,410.797
pi-,143.226
2pi-,141.565
3mu-,97.3991
pi+,138.497
pi+,186.133
2mu+,177.708
3mu+,120.159
pi+,534.59
2pi+,533.488
pi-,107.691
mu-,144.136
2mu-,106.446
2pi-,563.288
pi-,610.702
2pi-,606.889
3pi-,535.467
pi+,253.012
2pi+,251.738
3pi+,250.488
pi-,323.359
pi+,447.692
pi+,252.223
pi+,566.074
mu-,152.377
2mu-,150.602
3mu-,148.963
mu-,447.039
2mu-,445.856
3mu-,379.959
2mu-,435.475
mu-,6.6962
3pi+,46.5052
3pi-,973.631
3pi-,557.976
pi+,258.806
mu-,92.298
2mu-,90.9148
3mu-,89.3827
pi+,913.299
2pi+,912.092
pi+,740.348
3pi+,175.979
2pi-,117.861
2pi+,334.352
mu+,187.109
2mu+,183.932
3mu+,182.685
pi-,608.287
pi-,871.701
pi-,476.464
2pi-,431.474
3pi-,365.111
pi+,568.808
2pi+,567.604
