Detector,ParticleType,x[cm],px[MeV/c],y[cm],py[MeV/c],z[cm],pz[MeV/c],TotalEnergy[MeV]
1,mu-,12.6842,0.0578922,-6.166,-0.0200975,450.95,0.277378,197.422
2,mu-,6.84997,-0.0574209,1.06974,-0.0177264,1097.45,0.276435,196.321
3,mu-,20.6043,-0.00358329,-7.41444,0.0606463,1769.95,0.270878,191.376
1,pi-,2.47383,-0.370645,18.2251,0.0651002,450.95,1.50173,1414.87
1,pi+,0.550802,-0.0145402,-1.72935,-0.00916359,450.95,1.52346,1390.37
2,pi+,1.74876,0.0145349,0.930263,-0.00965411,1097.45,1.52201,1388.92
3,pi+,1.89407,-0.0150269,-5.82569,-0.0124082,1769.95,1.52058,1387.52
1,pi+,-3.94235,-0.049871,-14.7458,-0.050385,450.95,0.425954,314.239
2,pi+,-18.8181,-0.0120084,-11.0119,0.0652984,1097.45,0.402019,291.136
3,pi+,-12.5897,0.0497935,7.47012,0.0459915,1769.95,0.400176,289.633
1,pi+,1.2679,-0.0174958,-3.03824,-0.0491241,450.95,1.08714,957.731
2,pi+,5.14943,0.00851343,-1.67667,-0.0535226,1097.45,1.08574,956.444
3,pi+,-16.288,-0.0292363,-9.676,0.0434875,1769.95,1.08454,955.168
1,pi-,8.89502,0.0576239,-0.0894341,0.156508,450.95,0.559474,460.685
2,pi-,15.6063,0.192317,-17.5304,-0.00441234,1097.45,0.531181,442.356
1,pi+,5.78607,-0.0432283,-9.64587,-0.115763,450.95,0.552307,443.347
2,pi+,15.7605,0.0818735,-9.12251,-0.0844964,1097.45,0.541899,432.249
1,pi+,-18.1505,-0.256583,-0.7278,0.0590076,450.95,0.767534,683.78
1,pi-,4.10346,0.0405492,0.243381,0.0888574,450.95,0.540363,427.008
2,pi-,11.4331,0.0979337,-5.24436,0.0189772,1097.45,0.53874,425.824
3,pi-,2.92002,0.0846907,-2.008,-0.0418052,1769.95,0.488303,376.995
1,pi-,12.8253,0.0408335,12.1665,0.211638,450.95,0.350289,294.757
1,pi-,3.36903,-0.144941,5.1066,0.161506,450.95,1.9825,1859.65
1,pi+,-4.45372,0.00258188,11.8346,0.129,450.95,0.598907,488.774
2,pi+,-5.48523,-0.126373,-0.968102,-0.0243883,1097.45,0.560403,452.119
3,pi+,7.29403,0.0613159,-18.1403,-0.218955,1769.95,2.49313,2367.8
1,pi+,8.13933,0.00484447,-0.159711,-0.13312,450.95,2.34808,2216.43
2,pi+,-18.3478,-0.0663199,-2.64928,0.116523,1097.45,2.34674,2215.14
1,pi+,-2.73135,-0.123643,8.1608,-0.0159606,450.95,0.349023,256.459
2,pi+,-19.6326,-0.0873814,6.65872,-0.0127029,1097.45,0.305936,208.098
3,pi+,-36.2133,-0.320999,39.2809,0.387812,1769.95,0.394813,515.254
3,pi-,-21.3336,0.0469996,27.1187,0.0140156,1769.95,0.167185,83.6697
3,pi-,-23.6295,0.0923028,23.6101,-0.140107,1769.95,0.811969,701.216
3,pi+,-27.0745,-0.192828,19.8476,-0.619124,1769.95,1.37567,1387.66
1,pi+,-15.8283,-0.223948,-7.52478,0.0412798,450.95,0.913456,812.132
1,pi+,-13.9966,-0.0167346,6.77874,0.171417,450.95,0.857573,746.192
2,pi+,-12.5692,0.127666,22.7052,0.0960767,1097.45,0.841093,727.866
3,pi+,8.25989,-0.187266,-29.634,0.00145134,1769.95,0.65569,556.476
1,pi+,-2.484,-0.0480337,-0.845539,0.0840348,450.95,4.65074,4514.27
2,pi+,0.522702,0.0742354,11.2904,0.0652285,1097.45,4.64946,4513.03
3,pi+,13.5031,0.0991808,16.8448,0.0102104,1769.95,4.64808,4511.67
1,pi-,-8.13011,-0.122534,-4.44213,-0.108312,450.95,1.00595,889.1
1,pi+,8.88779,0.15983,1.22258,0.0679655,450.95,0.669732,566.253
2,pi+,6.3738,-0.17133,-23.5877,-0.041203,1097.45,0.610269,510.783
1,pi+,-1.37374,-0.0203154,0.517404,0.004691,450.95,1.20178,1070.46
2,pi+,1.14314,-0.0151351,-0.711698,-0.0156208,1097.45,1.19783,1066.56
3,pi+,-7.14576,0.00194858,3.0395,0.0223278,1769.95,1.1965,1065.25
1,pi+,18.1162,0.197678,5.19098,-0.0172648,450.95,0.720756,620.918
1,mu-,-6.46136,-0.0765725,-1.6854,-0.057789,450.95,0.325463,249.719
2,mu-,-19.9729,-0.0438414,-14.8229,-0.088031,1097.45,0.323519,248.6
3,mu-,-13.4615,-0.0615194,-17.8355,-0.0224717,1769.95,0.222538,149.246
1,mu-,-16.5706,-0.117235,11.5187,-0.021186,450.95,0.365068,292.627
2,mu-,-8.95577,0.0787371,-6.93731,0.00853867,1097.45,0.246866,174.304
3,mu-,-2.7802,0.0754318,-7.33157,-0.0124327,1769.95,0.233678,161.948
3,pi+,-12.4414,-0.12854,29.1426,-0.00485339,1769.95,0.827509,709.428
3,pi-,0.311941,0.150032,34.1642,0.0599573,1769.95,0.334516,257.274
1,pi-,11.1347,0.127581,4.84013,0.202812,450.95,1.72819,1610.72
1,pi+,9.75411,-0.00581239,-12.2871,-0.0832879,450.95,0.331219,229.424
1,pi-,-0.348487,-0.0302005,-1.29006,-0.0278445,450.95,0.410419,295.873
2,pi-,3.8526,0.0391266,-7.75429,0.0133154,1097.45,0.409092,294.647
3,pi-,11.7072,0.0134479,0.0920854,0.038745,1769.95,0.407895,293.489
1,pi-,6.86317,-0.0454168,2.69934,0.0930705,450.95,2.41132,2278.01
2,mu-,-8.55568,0.04274,-9.07806,-0.0890993,1097.45,1.75494,1655.23
3,mu-,23.7682,0.088855,-18.5963,0.0519046,1769.95,1.75298,1653.52
2,pi+,-7.69498,0.109548,18.3968,0.299057,1097.45,0.620191,571.452
3,mu+,23.0727,0.0554166,34.3386,-0.0939445,1769.95,0.271529,205.45
1,pi+,-12.9966,-0.24954,2.3415,0.0950747,450.95,1.31828,1212.7
1,pi+,-6.83733,-0.168017,-9.24295,-0.382117,450.95,0.748348,728.616
2,pi+,0.820838,-0.109158,21.1242,0.0555496,1097.45,0.236614,161.207
2,mu-,-18.045,0.022074,17.7711,-0.0419679,1097.45,0.148062,82.3161
3,mu-,1.04025,-0.00125784,26.7546,0.0411557,1769.95,0.131815,68.2214
1,pi+,-10.1801,-0.0261483,-11.3156,-0.00573279,450.95,0.0854061,26.2325
2,mu+,-6.26628,0.0160814,-14.6053,-0.00615845,1097.45,0.0499461,12.4712
3,mu+,-5.00504,-0.00799255,-28.7139,-0.0110385,1769.95,0.0315829,5.45804
1,pi+,-1.62849,-0.292041,-8.64371,-0.296549,450.95,0.641203,637.507
3,mu+,-19.1832,-0.0575962,35.7445,0.0660621,1769.95,0.0901959,58.599
1,mu-,3.96111,0.00416639,6.84421,0.1244,450.95,0.351242,281.675
2,mu-,11.723,0.048334,21.7824,0.108954,1097.45,0.316888,249.009
3,mu-,9.03462,0.049931,35.9171,0.0628482,1769.95,0.181344,119.047
1,mu+,7.04505,0.117603,0.00113962,-0.00694869,450.95,0.61608,530.421
2,mu+,-5.06135,-0.0826031,-7.27398,0.0829881,1097.45,0.614895,529.14
3,mu+,19.7393,-0.0913807,-8.27372,-0.058556,1769.95,0.552376,467.109
1,pi+,0.264313,-0.036514,-1.47906,0.0284308,450.95,0.806905,680.623
2,pi+,-1.06684,0.0303024,4.3061,0.039061,1097.45,0.805412,679.339
3,pi+,11.2615,-0.043198,-11.7142,-0.0196679,1769.95,0.804125,677.956
1,pi+,-7.67413,-0.154131,-0.240605,0.110045,450.95,0.546573,455.483
3,mu+,-23.7756,-0.0700296,9.28134,-0.00389827,1769.95,0.231852,158.611
1,pi-,-8.57929,-0.174112,14.8921,0.13889,450.95,1.17384,1063.34
2,pi-,-3.00607,-0.148863,-14.8669,-0.0935696,1097.45,0.599872,500.931
1,pi+,-3.55504,-0.0719935,-0.370371,0.0877949,450.95,0.545509,434.844
2,mu+,-11.6702,-0.0862398,-3.98323,0.000542249,1097.45,0.521056,432.951
3,mu+,-11.9236,-0.0706854,-2.13549,-0.0292797,1769.95,0.477321,389.167
1,pi+,10.8831,0.0777266,14.9804,0.0698884,450.95,0.168215,102.715
1,mu-,17.1745,0.0518238,4.95604,0.175417,450.95,0.440142,382.548
2,mu-,-8.07844,-0.052128,13.7556,-0.139976,1097.45,0.353248,292.158
3,mu-,47.2265,0.0674015,-20.6501,0.0652851,1769.95,0.270337,199.384
1,pi+,-4.13317,-0.274901,-18.5809,0.0346264,450.95,2.57529,2454.34
1,pi-,8.06466,0.133308,-9.46681,-0.118617,450.95,1.32167,1201.38
2,pi-,-2.35689,-0.0849159,9.95152,-0.132967,1097.45,1.27042,1148.19
1,pi+,-5.92776,-0.101018,-2.68003,0.0600348,450.95,0.53821,428.725
2,pi+,-9.735,-0.107571,-12.5217,-0.0419121,1097.45,0.537556,427.681
2,pi+,10.6227,0.295913,-2.12416,-0.123245,1097.45,0.60394,558.267
2,pi-,-30.2703,-0.378096,4.54172,0.0112275,1097.5,0.36902,407
1,pi-,10.5451,-0.326095,-12.6808,-0.0957994,450.95,0.314786,344.254
1,pi-,8.30709,-0.108326,18.5486,0.138174,450.95,0.400656,319.594
1,mu+,-7.65559,-0.0873187,-7.66664,-0.0362916,450.95,0.225169,160.436
2,mu+,-7.11389,0.0759734,7.02574,0.0496712,1097.45,0.222384,156.749
3,mu+,31.1138,0.028556,-8.3611,-0.0806832,1769.95,0.192239,129.808
1,pi+,2.12579,-0.0819094,2.42014,0.047421,450.95,0.358911,256.983
2,pi+,2.16294,-0.0608993,-2.10764,-0.0690625,1097.45,0.358097,255.64
3,pi+,-30.0149,-0.0118916,13.4502,0.0666975,1769.95,0.297326,195.799
1,pi+,1.19337,0.013197,-11.2412,-0.187555,450.95,0.489978,403.485
3,mu+,-23.8032,-0.0398048,-42.2763,0.0259654,1769.95,0.141458,77.1875
1,pi-,-7.6603,-0.196167,12.206,0.161843,450.95,1.91933,1801.56
1,pi-,2.55799,0.106315,-10.455,-0.154331,450.95,1.19891,1081.9
2,mu-,8.53788,0.101456,-16.9074,-0.0802808,1097.45,0.85231,762.866
3,mu-,36.7878,-0.100554,27.1854,0.0210253,1769.95,0.749616,658.305
1,mu+,4.47883,0.0497096,-2.0498,-0.159749,450.95,1.52391,1431.05
3,mu+,40.2908,0.0284177,-4.1311,-0.149193,1769.95,1.24452,1152.54
1,pi-,-2.87316,-0.0352255,3.42606,0.0698668,450.95,0.648382,528.264
2,pi-,-8.7551,0.0495509,-5.45247,-0.0604822,1097.45,0.647121,527.032
3,pi-,-5.06413,-0.0582687,13.5266,-0.0420356,1769.95,0.644907,524.167
1,pi+,6.15026,0.176235,4.93326,-0.0829705,450.95,0.778726,675.191
2,mu+,15.2579,-0.0966223,-19.5145,-0.14377,1097.45,0.697864,621.104
3,mu+,-6.87812,0.132897,30.5229,-0.0357198,1769.95,0.59473,513.861
1,pi-,4.24424,0.0550322,7.4946,0.105138,450.95,0.463603,358.917
2,pi-,13.0902,0.0320607,37.8953,0.0405557,1097.5,-0.130976,58.6904
1,pi+,-2.23142,0.0853468,0.105541,0.1562,450.95,0.830872,721.54
2,pi+,13.8633,0.166566,9.16928,-0.0474021,1097.45,0.80587,696.431
3,pi+,-23.5777,-0.106976,-49.3972,0.114387,1769.95,0.707065,597.959
1,pi+,-12.3899,0.00342199,12.6593,0.176618,450.95,0.304981,239.506
1,pi+,-0.436753,-0.0130234,18.3579,0.14847,450.95,0.186444,136.933
1,pi+,-0.842649,-0.000976718,17.1789,-0.0970153,451.05,-0.0957673,55.5299
1,pi-,-7.06682,0.0648391,-14.4638,-0.166087,450.95,0.122717,117.973
1,pi-,-6.39025,0.0121754,-19.2281,-0.167859,450.95,0.200416,157.029
1,pi+,-4.87281,0.163535,17.4722,0.277696,450.95,0.650114,599.339
2,pi+,-10.5041,-0.274289,-13.1684,-0.00529692,1097.45,0.564116,503.057
1,pi+,-2.58689,-0.0607622,7.69736,0.111539,450.95,0.748694,632.541
2,pi+,7.27493,0.126085,22.08,-0.00215888,1097.45,0.747552,631.284
3,mu+,24.4176,0.0609161,15.1038,-0.0519607,1769.95,0.413097,328.189
3,mu-,-25.2659,-0.00416173,-33.4926,-0.0455206,1769.95,0.0935533,42.683
1,pi-,0.732295,0.0138334,3.63033,0.0322199,450.95,0.162856,77.7578
2,pi-,-0.634641,-0.022015,17.8599,0.0273391,1097.45,0.160204,75.7833
3,pi-,-3.21119,-0.011262,22.4151,0.0321948,1769.95,0.157887,73.9044
3,mu-,15.1358,-0.0784134,9.69647,0.0580825,1769.95,0.210603,149.37
1,pi+,14.0463,0.428716,12.5653,0.075098,450.95,1.2343,1176.64
2,pi+,-20.1984,0.116246,11.0843,0.263343,1097.45,1.16091,1064.61
1,pi-,-13.229,-0.0344489,8.54457,0.087945,450.95,0.127659,71.8475
1,mu-,-8.90467,-0.0575497,-8.20094,0.040221,450.95,0.306134,225.72
2,mu-,-23.4658,-0.0212504,-16.7664,-0.0505292,1097.5,0.239066,161.401
1,pi+,-4.57856,-0.0553874,-5.5858,-0.238788,450.95,0.632476,552.956
1,pi+,0.145335,0.00127542,-0.0739483,-0.00535599,450.95,1.27079,1138.87
2,pi+,-0.234487,0.00665952,0.642562,0.00142721,1097.45,1.26935,1137.44
3,pi+,1.64052,-0.00113722,-1.63444,-0.00646953,1769.95,1.26759,1135.7
1,pi+,-20.1819,-0.17747,5.0144,0.207834,450.95,0.898008,809.423
1,pi-,1.94641,-0.0822032,12.8092,0.0603245,450.95,0.567235,453.415
2,pi-,11.0323,0.0533192,11.7895,0.0880872,1097.45,0.565818,452.234
3,mu-,-5.40287,0.0625689,8.3661,0.00579458,1769.95,0.437146,348.444
1,mu+,-0.378183,0.00899976,0.310756,0.00421003,450.95,0.053471,13.1752
2,mu+,-4.6352,-0.0104522,-2.09826,-0.00300268,1097.45,0.0392478,7.57621
1,pi-,-9.54493,-0.0734035,-13.2603,-0.251552,450.95,0.636352,562.634
2,pi-,4.02132,-0.141458,-23.4794,-0.0157684,1097.45,0.590136,483.325
1,pi-,18.7959,0.183913,-3.94093,0.229425,450.95,1.52769,1422.41
2,mu-,10.6107,-0.00619143,-7.48512,-0.0115515,1097.45,0.0478416,11.0576
3,mu-,10.4187,-0.00293611,-5.22909,0.00748497,1769.95,0.0262888,3.51103
1,mu-,-18.5368,-0.0711992,-0.0368898,-0.110694,450.95,0.217019,169.266
1,pi+,-7.22241,-0.0879555,19.0359,0.177494,450.95,0.642113,546.745
2,pi+,-6.74529,-0.159544,5.40884,-0.0651019,1097.45,0.522921,428.426
1,pi-,7.83247,0.0490471,0.0609957,0.0844376,450.95,1.02583,900.307
2,pi-,11.9983,0.0600368,-3.71401,0.0735236,1097.45,1.02148,895.761
3,pi-,-15.784,-0.0698951,25.6514,-0.0622741,1769.95,0.958121,833.178
1,pi+,5.2104,0.269543,3.70554,0.100232,450.95,1.39304,1289.67
1,pi+,18.0016,0.246493,-0.540183,-0.317694,450.95,1.3991,1322.84
1,pi-,-1.02302,0.0449682,-2.59133,-0.0750396,450.95,0.331839,230.903
2,pi-,4.78349,0.0506864,-16.0577,-0.0725334,1097.45,0.33004,229.532
1,mu+,18.0729,0.0521123,9.5519,-0.0577065,450.95,0.173234,111.642
1,pi-,-19.2041,-0.139348,7.18514,0.194464,450.95,0.470426,406.335
1,pi-,-4.88992,-0.135619,15.8859,0.0252358,450.95,0.911881,793.187
2,pi-,-13.1591,-0.125722,20.5388,-0.0540087,1097.45,0.910614,791.784
3,pi-,17.6163,0.115762,-32.5905,0.0690653,1769.95,0.787558,671.539
2,mu+,-11.0605,-0.104207,-8.05148,0.251668,1097.45,0.521284,491.917
1,pi+,-4.68002,-0.0980666,2.03591,-0.0317352,450.95,0.500467,390.12
2,pi+,-12.4201,-0.0953572,-8.95886,-0.0341099,1097.45,0.499553,388.908
1,pi+,0.170677,0.0728664,4.84025,0.0354015,450.95,0.945752,819.851
2,pi+,1.87832,0.0804957,9.45323,0.00760609,1097.45,0.944015,818.125
3,pi+,4.39997,-0.0799225,-25.3909,-0.00774179,1769.95,0.942851,816.931
2,pi+,-16.899,0.328805,10.7025,-0.192595,1097.45,0.880238,829.71
1,pi+,-11.4465,0.146221,9.67295,0.479177,450.95,4.43139,4322.24
1,pi+,1.29564,0.0460071,6.34025,0.0236499,450.95,0.348075,238.996
2,pi+,2.22927,0.0172037,10.6511,0.048666,1097.45,0.346829,237.835
3,mu+,7.97465,-0.00270861,6.10314,-0.0195033,1769.95,0.226981,145.482
1,pi+,-5.85707,-0.122188,-2.45165,-0.0198041,450.95,0.469498,365.633
1,pi-,16.0675,0.0110622,4.06826,0.17985,450.95,0.879801,769.274
3,pi-,4.80173,0.102851,-10.5603,0.0237029,1769.95,0.668106,551.071
1,pi-,-16.2263,-0.166177,7.40136,-0.000510273,450.95,0.759181,650.019
1,pi+,2.68648,0.0485648,-2.18657,-0.580809,450.95,0.774313,839.581
1,pi+,17.6721,0.0448564,-7.05114,-0.220021,450.95,0.700378,609.049
2,pi+,-23.326,-0.0400602,-0.251195,0.240812,1097.45,0.59084,514.774
1,mu+,-2.18463,-0.0225807,-7.66452,-0.0859476,450.95,0.464803,379.215
2,mu+,-9.0025,-0.082769,-22.6026,-0.0313535,1097.45,0.463749,378.14
3,mu+,-29.1113,-0.0678733,-20.8997,0.0356135,1769.95,0.388684,304.359
1,mu+,-3.29611,0.0791968,14.8601,0.0580748,450.95,0.394395,314.29
2,mu+,-1.30974,-0.0959237,1.77463,-0.0169604,1097.45,0.381211,301.741
3,mu+,-27.5463,0.0202256,35.3645,0.0747031,1769.95,0.311264,232.038
3,pi-,13.6863,0.0514728,-27.8469,0.029151,1769.95,1.19088,1060.92
2,pi+,25.1121,-0.0453392,6.32525,-0.261734,1097.45,0.513441,455.124
2,pi-,9.89877,-0.23345,2.94319,-0.0999401,1097.55,-0.0870456,162.992
1,pi-,0.584356,0.155046,-17.125,-0.00304593,450.95,0.517997,418.865
1,mu+,17.9404,0.0538134,1.97662,-0.0136765,450.95,0.0641634,29.8535
1,pi-,5.30032,-0.11192,5.62798,0.232275,450.95,1.98837,1870.3
1,pi+,-1.61676,-0.0813562,-3.49914,-0.108048,450.95,1.03134,909.921
2,pi+,5.90473,-0.0567722,-5.9467,-0.120905,1097.45,1.03034,908.729
3,mu+,-56.8325,-0.00453973,1.26183,0.119439,1769.95,0.881159,789.825
1,pi-,-3.80889,0.0517057,-8.05732,-0.210358,450.95,1.69837,1578.23
1,pi-,4.60307,0.0669503,-6.07259,-0.0299054,450.95,0.298966,198.42
2,pi-,16.3593,-0.00843579,6.72398,0.0707143,1097.45,0.297967,197.083
3,pi-,-8.27015,0.0445178,-4.48761,-0.0602504,1769.95,0.295578,195.777
1,pi-,-5.95341,0.117463,-12.0343,-0.117089,450.95,0.559258,460.227
1,mu+,-8.63556,0.0401601,8.65273,0.102707,450.95,0.264141,199.457
2,mu+,-19.7799,-0.0925842,6.75919,0.0595992,1097.45,0.26284,198.27
3,mu+,-31.3034,-0.0106503,37.1333,0.074661,1769.95,0.158437,99.1674
1,pi+,-10.9657,-0.026636,12.9433,0.270695,450.95,0.928778,838.231
3,mu+,-3.14091,0.0607185,41.8365,0.0871474,1769.95,0.410662,331.478
1,pi+,-9.9824,0.121193,7.71094,0.270264,450.95,1.41358,1311.44
1,pi+,-2.42207,-0.0571696,-4.61093,-0.0894798,450.95,0.629015,513.434
2,pi+,-5.4199,0.0962282,8.72545,0.0486369,1097.45,0.627482,512.227
1,mu-,-7.96789,0.000953945,-13.9448,-0.26941,450.95,0.616679,575.546
2,mu-,-9.66321,-0.248111,11.0182,0.0447771,1097.45,0.54733,506.14
1,mu+,10.8697,0.0276124,-4.13738,-0.0154218,450.95,0.0647086,22.2132
1,pi+,-6.48551,-0.213559,-13.5352,-0.094664,450.95,0.871702,773.618
3,mu+,-43.2559,-0.045332,-10.3427,0.0853218,1769.95,0.161264,109.991
1,mu+,-9.6247,-0.00118695,12.5399,0.18204,450.95,0.329786,285.573
2,mu+,8.06755,-0.0779761,-5.98831,-0.117051,1097.45,0.248098,198.476
3,mu+,-33.1502,-0.0979418,-16.3634,-0.0161619,1769.95,0.187082,131.021
1,pi+,-9.67166,0.0347617,16.8806,0.137634,450.95,0.584239,477.654
1,pi+,-0.0395112,0.0177787,-10.279,-0.0423507,450.95,0.277695,174.602
2,pi+,-5.83757,0.0124526,-5.73556,0.0455688,1097.45,0.275688,173.024
3,mu+,4.02803,-0.0491003,-13.3029,0.00185208,1769.95,0.261365,180.506
1,pi+,-1.23271,0.112845,2.90862,-0.0405616,450.95,0.832042,712.576
2,mu+,-3.21139,-0.109322,-16.3438,-0.0510699,1097.45,0.697369,609.916
3,mu+,-2.34019,0.0775691,24.554,-0.0658291,1769.95,0.635295,546.349
1,mu-,16.9022,0.088219,-5.42681,-0.0143044,450.95,0.161374,106.926
1,mu-,15.215,-0.0236167,11.368,0.253464,450.95,1.07524,1004.34
3,mu-,-50.2716,0.0227793,14.122,-0.181192,1769.95,0.745357,668.984
1,pi+,-6.4562,-0.350188,-1.468,0.312231,450.95,1.38746,1331.7
1,pi-,-3.99346,-0.0131637,-2.74883,-0.230702,450.95,0.660894,574.333
1,pi+,5.82706,-0.0411781,-5.62233,-0.0409344,450.95,0.310399,205.681
2,mu+,10.748,0.0735686,2.03987,-0.019607,1097.45,0.261172,186.183
3,mu+,5.42103,0.0669275,-3.14016,0.025016,1769.95,0.223511,151.686
1,mu+,0.333832,0.432244,9.04257,-0.23604,450.95,0.747047,795.337
1,pi+,5.37232,0.0802143,-0.439748,0.0555955,450.95,0.78655,665.207
2,pi+,17.4851,0.0466126,-2.52405,-0.0862822,1097.45,0.785394,664.134
1,pi-,1.83453,-0.19362,4.7437,-0.0499988,450.95,0.838082,733.27
2,pi-,-13.0926,-0.00675119,-8.53568,-0.188698,1097.45,0.805983,699.918
1,pi-,-18.5256,-0.139957,4.77514,-0.0628572,450.95,0.224864,166.342
1,pi+,17.2587,0.153247,-2.74919,-0.475869,450.95,1.0093,995.377
2,pi+,4.63959,-0.397017,10.6678,0.0610193,1097.45,0.284313,371.956
1,pi+,-4.94234,0.0882891,4.50137,0.0659979,450.95,0.365622,267.012
2,pi+,-10.8081,-0.0772226,1.53812,0.0816055,1097.45,0.363568,265.75
1,pi-,11.1805,0.0909606,3.55695,0.0721447,450.95,0.706213,589.605
2,pi-,2.17254,-0.113859,17.9966,-0.012151,1097.45,0.70511,588.283
3,pi-,52.8174,0.278992,16.5773,0.353293,1769.95,0.195307,370.603
1,pi-,10.3687,0.134497,2.16693,0.120548,450.95,0.905376,794.135
2,pi-,20.2259,0.0293739,9.74467,0.167779,1097.45,0.884276,771.713
1,mu-,1.83804,0.018757,-5.27462,-0.0529085,450.95,0.33707,252.016
2,mu-,1.61623,0.00733189,-13.0416,-0.0533754,1097.45,0.336037,250.694
3,mu-,25.3008,0.00615986,-13.6108,0.0478614,1769.95,0.302736,218.597
1,pi+,-1.54879,0.171575,2.99913,0.0416324,450.95,0.833269,723.557
2,pi+,16.3474,0.0865565,-1.38316,-0.149117,1097.45,0.813133,703.278
2,mu-,7.72571,-0.0163788,8.78277,-0.0754926,1097.45,0.173211,111.443
3,mu-,25.4022,0.0386528,-10.8141,-0.023563,1769.95,0.114731,56.7485
1,pi+,1.40477,0.0647414,2.57369,0.0110899,450.95,1.32613,1195.5
2,pi+,-6.99132,-0.0121707,-2.43067,0.0642912,1097.45,1.32445,1193.82
3,pi+,14.3148,0.0601061,13.7358,-0.0286395,1769.95,1.32294,1192.38
1,pi-,8.38151,0.165492,-4.76337,0.0858155,450.95,0.0224098,94.3825
2,mu+,-10.2626,0.030191,-23.0386,-0.0631067,1097.45,0.145579,87.3466
2,pi-,-7.92142,-0.0683451,10.8163,0.210501,1097.45,0.43262,366.02
1,pi+,-4.425,-0.0508844,6.60639,0.118714,450.95,0.971978,850.835
2,pi+,-11.569,-0.0260681,7.22277,0.12583,1097.45,0.970827,849.62
1,pi+,14.3426,-0.0358238,-8.93251,0.103251,450.95,0.771229,651.77
1,mu+,-0.695535,0.158778,11.9697,-0.0778138,450.95,0.235479,207.199
2,mu+,-8.12065,-0.14485,-21.1104,-0.0693484,1097.45,0.208536,177.964
1,pi+,-4.10483,-0.037261,3.07745,-0.0319237,450.95,0.262082,161.386
2,mu+,-15.5152,-0.0388675,1.83681,0.00120305,1097.45,0.226414,147.204
3,mu+,-26.8419,0.0192327,14.4218,0.0442073,1769.95,0.161749,93.4658
1,pi-,1.5977,0.139967,-15.3786,-0.0146265,450.95,0.892136,774.318
2,pi-,12.6107,0.112053,-17.9741,0.0849242,1097.45,0.89089,773.081
1,pi-,-17.0384,0.00292255,-9.2017,-0.212751,450.95,0.447486,375.206
3,mu-,-12.1592,0.0332113,-49.6637,0.0117334,1769.95,0.108948,50.1423
1,pi+,13.9271,0.0748294,-8.0151,-0.0579231,450.95,0.352077,250.804
1,pi-,11.0117,0.316049,-1.62098,0.0141812,450.95,1.34949,1253.52
1,pi+,-4.57365,-0.0539019,0.786473,0.0720142,450.95,0.903749,779.306
2,pi+,-9.91155,-0.000449328,4.85457,0.0892672,1097.45,0.902536,778.046
3,mu+,23.28,-0.019582,-1.94439,-0.0775549,1769.95,0.88539,789.595
1,mu-,-0.26663,-0.037178,7.66166,0.0380258,450.95,0.193423,121.066
2,mu-,-14.9767,-0.0506667,15.5163,-0.0112079,1097.45,0.192251,119.768
3,mu-,-10.2161,0.0135194,3.53803,0.0370706,1769.95,0.166097,95.1124
1,pi-,-3.79585,-0.0417022,2.38475,0.00881739,450.95,0.226735,130.069
2,mu-,-1.85433,0.00720831,6.27734,0.0279252,1097.45,0.122675,58.7938
3,mu-,-0.445042,0.0274125,6.50774,0.00818347,1769.95,0.120319,57.0032
2,mu+,9.11847,-0.0324086,24.0069,0.0828364,1097.45,0.220253,154.317
1,pi+,8.83515,0.0750307,-2.48564,-0.0133391,450.95,0.202831,118.166
1,pi-,-14.3631,-0.204874,6.57088,0.00408138,450.95,0.470716,392.448
1,pi+,-9.48536,-0.125779,-1.6899,-0.0068024,450.95,0.729285,613.558
2,pi+,-15.6615,0.0817007,15.407,0.0977264,1097.45,0.727742,612.303
3,pi+,-30.1255,-0.297718,-41.2458,-0.0206742,1769.95,0.569023,517.948
1,pi-,-15.0205,-0.236447,-0.315646,0.0497952,450.95,0.788021,696.399
1,mu-,18.6429,0.0481778,-9.33382,-0.0294521,450.95,0.153823,89.313
1,pi+,2.79128,-0.105327,-19.8028,-0.171804,450.95,1.22079,1105.59
2,mu+,-21.6288,-0.111443,9.27431,0.0255062,1097.45,0.518455,435.663
3,mu+,-26.2713,-0.095049,13.3349,0.0174528,1769.95,0.435333,352.618
1,pi-,-4.88261,-0.0745552,6.5789,-0.0363791,450.95,0.544592,428.709
2,pi-,-5.40014,-0.0677045,13.3208,0.0440386,1097.45,0.543072,426.935
3,pi-,-3.46365,-0.0320005,11.5504,0.0720556,1769.95,0.508823,393.906
1,pi-,-6.52959,0.00131737,-1.11649,-0.102352,450.95,0.0354615,37.106
1,mu-,-0.479703,0.0910613,-16.4249,-0.0747928,450.95,0.574685,490.422
2,mu-,-8.83797,-0.0659494,-15.5082,-0.0847936,1097.45,0.552244,466.772
3,mu-,-1.69429,-0.103653,-10.1233,-0.0362915,1769.95,0.484189,401.947
1,pi+,-3.24765,-0.113237,-2.17746,0.13008,450.95,0.577583,479.158
2,mu+,-24.0191,-0.0494169,9.02021,0.0844224,1097.45,0.370123,291.486
3,mu+,10.4645,0.00698357,20.1474,-0.074796,1769.95,0.27203,195.684
1,pi+,-5.72544,-0.0942549,-18.572,-0.143009,450.95,0.768191,659.762
1,mu-,-4.47934,-0.0562896,19.777,0.0660201,450.95,0.257459,185.848
