x,y,z,bx,by,bz,particle,energy,volume
-135.962219,-65.517851,380.000000,-3.641900,-1.754969,20.469558,pi+,768.811715,Solenoid_1_FieldVolume
-0.125032,109.326676,4215.500000,-0.001058,0.925115,6.298326,pi+,767.851394,Solenoid_1_FieldVolume
370.340165,262.252008,8510.000000,1.526150,1.080725,3.149163,pi+,693.301822,Solenoid_1_FieldVolume
-369.887331,534.320180,12390.000000,-0.762142,1.100951,1.574581,pi+,644.438280,Solenoid_1_FieldVolume
48.974772,-96.436759,-378.605333,-0.000000,0.000000,20.469558,pi+,518.035340,Solenoid_1_FieldVolume
63.260394,-50.590305,3780.000000,0.782077,-0.625439,9.447488,mu+,402.636654,Solenoid_1_FieldVolume
-112.064798,-114.034546,7660.000000,-0.461812,-0.469930,3.149163,mu+,377.803909,Solenoid_1_FieldVolume
118.705573,-309.023188,11540.500000,0.251120,-0.653733,1.574581,mu+,367.605382,Solenoid_1_FieldVolume
133.368183,-350.129819,15790.000000,0.274801,-0.721432,1.574581,mu+,325.341615,Solenoid_1_FieldVolume
-0.397772,46.434311,380.000000,-0.010655,1.243795,20.469558,pi-,283.011260,Solenoid_1_FieldVolume
15.295142,-36.912677,4215.500000,0.129426,-0.312353,6.298326,pi-,282.009903,Solenoid_1_FieldVolume
231.019186,-79.371083,8510.000000,0.952017,-0.327084,3.149163,pi-,212.234526,Solenoid_1_FieldVolume
-87.015335,67.469020,380.000000,-2.330803,1.807233,20.469558,pi-,725.119474,Solenoid_1_FieldVolume
-30.111934,-86.431440,4215.500000,-0.254805,-0.731377,6.298326,pi-,724.227723,Solenoid_1_FieldVolume
148.535881,534.580071,6810.000000,0.612108,2.202973,3.149163,pi-,414.164948,Solenoid_1_FieldVolume
132.657019,185.999241,10324.036531,-0.000000,-0.000000,3.149163,pi-,369.466598,Solenoid_1_FieldVolume
-152.265653,-153.251710,2930.000000,-2.196172,-2.210395,11.022070,pi+,1204.071272,Solenoid_1_FieldVolume
10.299880,10.783974,-470.000000,0.275894,0.288861,20.469558,pi+,614.175046,Solenoid_1_FieldVolume
7.479757,21.967313,3780.000000,0.092471,0.271578,9.447488,pi+,613.473713,Solenoid_1_FieldVolume
72.114990,4.935174,7660.000000,0.297182,0.020338,3.149163,pi+,612.668759,Solenoid_1_FieldVolume
49.230639,53.346850,11540.500000,0.104147,0.112854,1.574581,pi+,611.903797,Solenoid_1_FieldVolume
22.267443,-10.588703,14940.000000,0.045881,-0.021818,1.574581,mu+,418.836521,Solenoid_1_FieldVolume
-26.867615,77.014656,380.000000,-0.719679,2.062924,20.469558,pi-,886.970710,Solenoid_1_FieldVolume
-62.110293,197.200091,4215.500000,-0.525573,1.668694,6.298326,pi-,874.506497,Solenoid_1_FieldVolume
-86.524080,47.256159,-1300.000000,2.586712,-1.412764,20.469558,pi+,400.838022,Solenoid_1_FieldVolume
-92.675695,-22.026612,2930.000000,-1.336689,-0.317696,11.022070,pi-,426.691813,Solenoid_1_FieldVolume
-58.336951,-78.696862,-470.000000,-1.562621,-2.107984,20.469558,pi-,198.573229,Solenoid_1_FieldVolume
67.493445,-93.742606,2930.000000,0.973478,-1.352077,11.022070,mu-,146.253977,Solenoid_1_FieldVolume
-85.163323,-133.574398,2930.000000,-1.228336,-1.926583,11.022070,pi-,374.472943,Solenoid_1_FieldVolume
-42.789156,-45.170158,-910.671465,0.000000,0.000000,20.469558,mu+,108.785236,Solenoid_1_FieldVolume
