Step,X_mm,Y_mm,Z_mm,R_mm,Bx_Tesla,By_Tesla,Bz_Tesla,B_magnitude_Tesla,Particle,Volume,TrackID
364205,-821.9917,146.8152,-862.7849,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2139
364240,197.7802,-26.8504,3915.5000,199.5945,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,2137
364285,-277.6404,-644.6261,2650.0000,701.8740,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,2191
364490,260.3536,662.1867,3480.0000,711.5302,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,2288
365415,746.0637,133.1494,950.0000,757.8521,0.00000000,0.00000000,16.66482426,16.66482426,nu_e,Solenoid_1_FieldVolume,2803
365455,441.6555,-92.5434,1780.0000,451.2470,0.00000000,0.00000000,16.66482426,16.66482426,anti_nu_e,Solenoid_1_FieldVolume,2813
365650,0.0000,0.0000,80.0000,0.0000,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
365690,-292.4345,314.2887,3915.5000,429.2963,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,14
366105,559.5746,-54.1924,5310.5000,562.1926,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,246
366165,-52.7902,750.1448,5231.2336,752.0000,0.00000000,0.00000000,9.25823570,9.25823570,nu_e,Solenoid_1_FieldVolume,254
366395,294.8083,-373.4443,5310.5000,475.7863,0.00000000,0.00000000,9.25823570,9.25823570,nu_e,Solenoid_1_FieldVolume,390
366445,-248.1413,-709.8802,4928.6046,752.0000,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,441
366555,472.4433,250.2110,4895.5000,534.6104,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,458
367080,791.8038,51.8547,1253.1892,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,13
367545,510.7152,-660.6020,-970.4499,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,1021
367925,-37.6442,-19.5355,1780.0000,42.4114,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,1155
367930,89.9629,-168.1999,6160.0000,190.7473,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1155
367935,465.7871,-363.0270,10410.0000,590.5474,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1155
367940,-382.4902,68.2224,14790.0000,388.5267,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1155
367945,798.8684,-242.9698,658.9704,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,5
368995,16.1169,39.6181,3915.5000,42.7709,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,4
369000,-44.0789,113.8220,8710.0000,122.0590,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,4
369005,-0.3540,474.5045,13090.0000,474.5047,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,4
369010,179.1443,420.9615,17340.0000,457.4946,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,4
369015,168.3674,348.1866,3480.0000,386.7577,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,3
369385,293.6496,-658.7651,6891.2823,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,anti_nu_e,Solenoid_1_FieldVolume,2048
369425,158.8430,703.5414,7311.8926,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1965
369720,375.8353,-615.5887,7358.0568,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2240
369890,-596.4731,-405.4891,7465.9390,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2287
369935,472.9959,59.5652,7030.0000,476.7318,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,2230
370385,565.2878,128.5154,7030.0000,579.7125,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2572
370465,359.9450,-625.0130,6516.4462,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2562
370730,-624.2225,339.3472,9026.5792,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2636
370775,-670.9261,-264.6880,6895.2569,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2753
371265,-44.3652,382.2607,10845.5000,384.8266,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,1824
371315,559.4333,-357.6306,7880.0000,663.9769,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,3034
371330,-509.0050,495.7057,8434.4307,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,3033
372885,71.9592,81.5532,100.0000,108.7615,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,462
372925,216.8217,-122.7089,930.0000,249.1368,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,497
373210,-98.0628,829.2217,369.2532,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,526
374240,-63.2447,-84.9753,1780.0000,105.9278,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,525
374245,-364.2089,-16.3808,6160.0000,364.5771,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,525
374250,-561.3505,223.9046,10410.0000,604.3572,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,525
374465,703.5117,99.4063,12112.5483,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1387
374485,-607.1274,331.3255,12260.0000,691.6505,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1285
374490,685.0787,188.3543,13536.8411,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1415
374560,-577.4897,227.2446,12260.0000,620.5920,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1447
374570,-528.5860,307.3173,13940.0000,611.4303,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1445
374650,-669.2941,139.9024,11825.5000,683.7596,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1480
374690,-494.0138,277.6921,12260.0000,566.7121,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1506
374725,145.3274,-271.3288,13090.0000,307.7976,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_e,Solenoid_1_FieldVolume,1524
374790,517.8324,-334.7584,13940.0000,616.6146,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1502
374825,-225.6224,-516.9517,12260.0000,564.0431,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1497
374840,-18.1617,-311.7416,13090.0000,312.2702,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1582
375385,709.5352,37.0147,12883.5167,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1845
375680,-596.9780,-157.8947,14790.0000,617.5059,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1278
375755,-697.0482,-137.6013,15981.7871,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2074
375820,-540.6534,-460.9817,14760.1656,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2099
375985,-231.8811,227.5845,16490.0000,324.9055,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2173
376070,157.6857,692.7810,14935.5562,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2218
376190,-687.4003,161.3382,17340.0000,706.0801,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2260
376340,191.2718,-33.3881,14810.0000,194.1641,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2348
376435,622.0380,183.7630,17340.0000,648.6140,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2393
376575,-146.9051,-695.1468,16708.9540,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,2022
376590,1.5276,-5.4670,3480.0000,5.6764,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,1
376595,-2.9495,-12.9179,7860.0000,13.2504,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
376790,422.3633,-40.8518,10192.5354,424.3344,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,14
376800,4.1324,-216.6785,10341.2097,216.7179,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,12
376805,-208.4629,-280.8774,10275.6430,349.7840,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,12
376810,-256.3144,-215.4044,10257.1623,334.8076,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,12
376815,-259.1926,-188.6503,10250.5486,320.5772,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,12
376820,-257.9390,-179.9990,10248.0503,314.5349,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,12
376825,-257.0404,-177.2271,10247.2999,312.2166,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,12
376830,-37.7380,-500.2892,10557.9252,501.7105,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376835,193.9481,-328.6802,10722.2764,381.6367,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376840,-16.5940,-414.3767,10779.2141,414.7088,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376845,-54.1997,-337.1178,10797.6781,341.4469,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376850,-47.1425,-308.9741,10804.1580,312.5499,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376855,-41.7636,-300.8174,10806.2740,303.7027,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376860,-39.6711,-298.4718,10806.9670,301.0967,0.00000000,0.00000000,3.70329428,3.70329428,He3,Solenoid_1_FieldVolume,11
376865,1.1818,276.0128,10318.6620,276.0154,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
376870,298.6942,440.0695,10216.2118,531.8641,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
376875,405.7622,388.0250,10181.9022,561.4324,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
376880,430.7681,357.9086,10169.4516,560.0533,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
376885,436.6242,346.2517,10164.8984,557.2530,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
376890,438.0149,342.2662,10163.5691,555.8805,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
376895,438.2248,341.2475,10163.6024,555.4195,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,10
377025,-1.8598,-18.5039,10410.0000,18.5971,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,6
377070,39.1697,12.4685,13090.0000,41.1063,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,197
377160,684.8789,189.0798,13689.2002,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,262
377205,134.8267,-374.6445,14790.0000,398.1667,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,291
377255,674.4423,-177.3955,15640.0000,697.3819,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,288
377310,-647.3519,-292.8238,11953.2167,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,355
377315,-7.0860,-13.6687,10410.0000,15.3963,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,4
377390,377.9419,601.6396,13976.6635,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,397
377410,283.5756,606.3268,13960.0000,669.3634,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,398
377530,506.2036,498.5661,12875.8081,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,445
377550,-243.6217,667.4269,12659.5809,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,443
377565,-431.1094,-496.7187,13110.0000,657.7118,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,442
377735,-643.9396,300.2533,15315.0156,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,526
377805,-7.3050,-16.2812,10397.5010,17.8449,0.00000000,0.00000000,1.85164714,1.85164714,pi0,Solenoid_1_FieldVolume,3
377810,-312.8758,626.7265,12240.5000,700.4836,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,588
377845,7.3503,-123.9813,10845.5000,124.1990,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,587
377860,-184.3480,-518.9289,13940.0000,550.7008,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2
377865,-0.0882,0.0573,930.0000,0.1052,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
377870,0.1096,1.1283,5310.5000,1.1337,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,1
377875,1.0443,1.7973,9560.0000,2.0787,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
377880,2.0846,3.3335,13090.0000,3.9317,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
377885,4.6531,5.6774,17340.0000,7.3406,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
377890,42.0911,29.0931,930.0000,51.1670,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,3
377895,-31.2131,0.3040,930.0000,31.2146,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,2
377900,-79.7389,161.3269,5310.5000,179.9574,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,2
377905,-7.6341,318.6699,9560.0000,318.7614,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2
377910,113.6819,452.3380,13940.0000,466.4046,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2
377915,261.2098,548.6964,18190.0000,607.6992,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2
377920,6.5993,8.4403,3480.0000,10.7140,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,1
377925,22.3205,9.2243,7860.0000,24.1514,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
377930,36.4981,3.8091,12240.5000,36.6963,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
377935,48.2579,-5.2213,16490.0000,48.5396,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
377940,708.5343,-441.8191,-0.2375,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,12
378420,-26.3868,-45.9584,930.0000,52.9947,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,6
378425,-293.5239,134.1915,5310.5000,322.7439,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,6
378430,-268.2078,489.1095,9560.0000,557.8203,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,6
378445,-596.6677,-385.7434,12714.3257,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,332
378510,-426.7235,-568.0822,13221.5207,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,364
378725,-457.5937,-543.5239,9265.8141,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,452
378765,-521.9060,-482.1041,9143.8797,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,450
378865,454.2807,90.1558,10430.5000,463.1404,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,524
378900,-334.7859,-106.1741,13940.0000,351.2187,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,521
379030,-152.4765,-693.9461,14224.4862,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,307
379425,-621.1814,-344.8825,13244.8500,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,757
379785,-334.8221,626.6613,12069.6921,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,878
379790,707.2800,-67.5664,12487.5266,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,878
379910,-549.5256,54.9749,13940.0000,552.2686,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,997
380010,-167.0923,-451.0267,13960.0000,480.9833,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1013
380085,-685.6927,186.1070,13265.7767,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,1095
380155,-390.0721,98.3139,13960.0000,402.2709,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_e,Solenoid_1_FieldVolume,1121
380350,-75.2295,-1.0219,3480.0000,75.2365,0.00000000,0.00000000,7.40658856,7.40658856,pi+,Solenoid_1_FieldVolume,5
380355,210.7809,201.6934,7860.0000,291.7341,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,5
380360,452.5458,-135.3838,12240.5000,472.3627,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,5
380365,347.1662,-519.7335,16490.0000,625.0179,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,5
380370,-190.1797,813.0539,-1056.5146,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,2
380405,-401.0367,-732.3896,-1036.1961,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,nu_e,Solenoid_1_FieldVolume,1260
380575,809.0561,206.5265,-1361.9867,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,anti_nu_e,Solenoid_1_FieldVolume,1357
380775,-88.9714,58.5569,1780.0000,106.5120,0.00000000,0.00000000,16.66482426,16.66482426,pi-,Solenoid_1_FieldVolume,17
380780,-40.3786,-28.8341,-750.0000,49.6169,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,16
380915,760.0505,-64.1153,2449.5298,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,145
380985,-80.3065,706.2571,2650.0000,710.8081,0.00000000,0.00000000,7.40658856,7.40658856,nu_e,Solenoid_1_FieldVolume,195
381135,-478.7762,566.2116,2807.6060,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,anti_nu_e,Solenoid_1_FieldVolume,274
381430,-656.6530,344.4257,3133.1579,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,442
381645,16.6828,-53.5641,1780.0000,56.1020,0.00000000,0.00000000,16.66482426,16.66482426,e+,Solenoid_1_FieldVolume,550
381650,488.6209,-172.7107,6160.0000,518.2465,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,550
381655,481.0353,-180.7188,10410.0000,513.8621,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,550
381660,332.1079,148.0136,14790.0000,363.5983,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,550
381665,51.9482,-35.8504,458.2148,63.1179,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,549
381670,-9.4480,-94.2155,3915.5000,94.6881,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,549
381675,-92.0784,-678.5342,8496.1903,684.7533,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,549
381715,597.6180,-384.2693,8613.3316,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,563
381735,24.3614,-700.6982,5310.5000,701.1215,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,559
381760,-346.2420,679.6352,2385.1391,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,558
381775,-33.4629,-0.6654,2630.0000,33.4695,0.00000000,0.00000000,11.10988284,11.10988284,e+,Solenoid_1_FieldVolume,608
381780,135.9333,237.4582,7010.0000,273.6133,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,608
381785,123.5362,226.3652,10845.5000,257.8806,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,608
381790,391.0111,459.5036,15640.0000,603.3517,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,608
381795,-32.6954,-8.5629,930.0000,33.7982,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,607
381800,-237.2301,46.7900,5310.5000,241.8003,0.00000000,0.00000000,9.25823570,9.25823570,e-,Solenoid_1_FieldVolume,607
381805,-220.7695,112.3009,9560.0000,247.6906,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,607
381810,-265.1177,-123.0557,13940.0000,292.2843,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,607
381815,-338.8537,-141.5932,18190.0000,367.2472,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,607
381820,19.1380,54.7733,3480.0000,58.0205,0.00000000,0.00000000,7.40658856,7.40658856,e-,Solenoid_1_FieldVolume,617
381825,-244.9521,-386.2722,1780.0000,457.3924,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,13
381840,-39.6232,-12.4612,2630.0000,41.5365,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,7
381845,-131.5507,-65.9141,7010.0000,147.1402,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,7
381850,315.6727,41.8285,10845.5000,318.4319,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,7
381855,21.3551,-468.7071,15640.0000,469.1933,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,7
381875,472.0150,551.8189,-750.0000,726.1558,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,635
382060,58.4203,113.2456,930.0000,127.4265,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,633
382215,-166.1769,-733.4093,5272.2249,752.0000,0.00000000,0.00000000,9.25823570,9.25823570,anti_nu_e,Solenoid_1_FieldVolume,835
382385,339.2533,671.0681,5310.5000,751.9476,0.00000000,0.00000000,9.25823570,9.25823570,neutron,Solenoid_1_FieldVolume,894
382485,505.6367,-49.0516,1780.0000,508.0103,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,959
382560,147.8301,52.4241,1780.0000,156.8503,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,1018
382565,557.8952,197.8354,6160.0000,591.9340,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1018
382625,468.5148,691.1721,462.9270,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1017
382675,39.8299,-17.2865,3915.5000,43.4194,0.00000000,0.00000000,11.10988284,11.10988284,e+,Solenoid_1_FieldVolume,1073
382680,416.8667,-124.7068,8710.0000,435.1203,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,1073
382685,320.2588,-429.9220,13090.0000,536.0958,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,1073
382690,226.7638,-467.7369,17340.0000,519.8073,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,1073
382695,26.7645,-51.2899,3480.0000,57.8531,0.00000000,0.00000000,7.40658856,7.40658856,e-,Solenoid_1_FieldVolume,1072
382700,243.0150,-9.0359,7860.0000,243.1829,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,1072
382705,384.2266,70.6180,12240.5000,390.6623,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1072
382710,394.5345,58.8923,16490.0000,398.9058,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1072
382760,-47.0145,71.1405,3915.5000,85.2721,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,1109
382765,26.7623,-593.3213,7860.0000,593.9245,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,1109
382770,-339.7186,-149.2495,12240.5000,371.0581,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1109
382775,-339.9694,-99.3126,16490.0000,354.1782,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1109
382795,-64.1575,-18.6957,1780.0000,66.8260,0.00000000,0.00000000,16.66482426,16.66482426,pi+,Solenoid_1_FieldVolume,4
382800,-192.9932,237.0915,6160.0000,305.7103,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,4
382905,106.8012,431.9347,7030.0000,444.9428,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,1163
