Step,X_mm,Y_mm,Z_mm,R_mm,Bx_Tesla,By_Tesla,Bz_Tesla,B_magnitude_Tesla,Particle,Volume,TrackID
470485,689.6691,470.7245,71.9430,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1356
470610,-452.1335,701.9974,508.2422,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1354
470635,-213.8463,-807.1522,759.2563,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,1352
470795,92.8646,20.8385,930.0000,95.1740,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1351
470800,44.9631,7.0443,100.0000,45.5116,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,1350
471115,121.7124,118.8726,930.0000,170.1312,0.00000000,0.00000000,24.07141282,24.07141282,anti_nu_e,Solenoid_1_FieldVolume,1722
471370,-7.0040,118.0656,3480.0000,118.2732,0.00000000,0.00000000,7.40658856,7.40658856,pi-,Solenoid_1_FieldVolume,7
471375,274.4444,-132.4494,7860.0000,304.7336,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,7
471380,292.8539,-56.9844,8289.0747,298.3465,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1867
471385,291.9076,-57.9126,8288.9199,297.5969,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1867
471390,291.9069,-57.8695,8289.0234,297.5879,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1867
471395,290.3620,-58.2554,8289.9769,296.1482,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1866
471400,289.5992,-58.7851,8290.0554,295.5053,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1866
471405,289.5850,-58.5865,8289.9726,295.4520,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1866
471410,289.6459,-58.5655,8290.0214,295.5075,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1866
471415,289.6136,-58.5927,8290.0944,295.4812,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1866
471420,289.5844,-58.6207,8289.8794,295.4582,0.00000000,0.00000000,1.85164714,1.85164714,alpha,Solenoid_1_FieldVolume,1866
471425,619.1628,262.2358,8710.0000,672.4062,0.00000000,0.00000000,1.85164714,1.85164714,deuteron,Solenoid_1_FieldVolume,1864
471435,-216.0476,50.5788,8710.0000,221.8891,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1862
471445,698.3638,130.7601,8073.0454,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1860
471600,-698.6122,129.4266,8994.7488,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1909
471845,-635.5306,301.3614,12240.5000,703.3618,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2104
472025,149.5717,121.7257,3915.5000,192.8441,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,6
472030,-265.5751,82.3387,8710.0000,278.0464,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,6
472035,-647.6009,458.5361,1659.7581,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,5
472085,392.7915,-689.4615,1541.9881,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,nu_e,Solenoid_1_FieldVolume,2233
472145,-637.6289,448.6876,1780.0000,779.6738,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,2256
472235,-785.8658,-282.2054,-69.8035,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2296
472245,-1.8401,112.8854,930.0000,112.9004,0.00000000,0.00000000,24.07141282,24.07141282,anti_nu_mu,Solenoid_1_FieldVolume,2293
472255,51.2425,-162.8635,930.0000,170.7346,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2320
472270,257.1498,-651.3405,7860.0000,700.2645,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,2322
472280,179.2294,-626.5435,13090.0000,651.6747,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,2322
472285,189.8230,-625.7870,17340.0000,653.9435,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,2322
472290,126.5071,-409.5840,8710.0000,428.6760,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2323
472295,-44.0843,-64.3866,13090.0000,78.0324,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2323
472300,-209.6126,270.5653,17340.0000,342.2616,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2323
472305,225.0056,-712.7269,3915.5000,747.4002,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,2321
472350,-181.1033,-772.5567,1377.6187,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,2
473300,0.1653,0.4456,930.0000,0.4752,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
473305,3.0887,0.8108,5310.5000,3.1933,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,1
473310,5.1513,-0.7735,9560.0000,5.2090,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
473315,6.5767,-2.4008,13940.0000,7.0012,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
473320,6.6143,-4.5541,18190.0000,8.0305,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
473465,833.9187,42.4803,314.1701,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,7
473815,230.8463,139.2584,-297.4601,269.5977,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,4
473820,273.6415,255.6194,80.0000,374.4609,0.00000000,0.00000000,24.07141282,24.07141282,nu_mu,Solenoid_1_FieldVolume,304
473825,-217.3439,-806.2175,726.3068,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,328
473990,-117.2548,-32.4999,1780.0000,121.6756,0.00000000,0.00000000,16.66482426,16.66482426,pi+,Solenoid_1_FieldVolume,325
473995,-643.9552,-463.6421,1161.5445,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,412
474115,190.0459,-663.1023,930.0000,689.7986,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,322
474535,7.8303,-2.4987,2630.0000,8.2193,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,320
474540,-6.5663,-6.9958,7010.0000,9.5947,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,320
474545,13.1947,73.4874,10845.5000,74.6625,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,320
474550,-17.8986,-26.5461,15640.0000,32.0165,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,320
474555,34.8128,-9.4804,1780.0000,36.0805,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,319
474560,216.6169,-183.1506,6160.0000,283.6671,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,319
474565,-319.1058,166.0003,10410.0000,359.7007,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,319
474570,302.5405,642.8682,14584.7375,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,319
474620,170.6663,184.6903,13960.0000,251.4706,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,708
474650,249.9377,174.6743,16490.0000,304.9262,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,701
474655,51.2441,-19.5516,2630.0000,54.8473,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,318
474660,-10.6740,27.7049,7010.0000,29.6900,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,318
474665,319.5428,102.7554,10845.5000,335.6580,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,318
474670,-122.5533,69.7586,15640.0000,141.0163,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,318
474675,-114.4758,44.6749,1780.0000,122.8843,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,317
474680,-682.5692,-20.5765,6160.0000,682.8793,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,317
474685,-154.6242,676.4516,8710.0000,693.8987,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,317
474770,520.5520,483.5657,8429.1574,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,788
474845,262.0077,-398.5800,9580.0000,476.9843,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,843
474855,228.8412,250.6666,9560.0000,339.4143,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,774
475525,-149.3257,726.3085,3358.2413,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,1177
475585,108.8616,-106.1564,3480.0000,152.0527,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,314
475590,178.6361,331.7915,7860.0000,376.8242,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,314
475600,-50.5708,47.7305,100.0000,69.5386,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,1235
475605,215.1499,520.9104,930.0000,563.5930,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1233
475660,-117.5884,228.1896,3480.0000,256.7052,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,312
475665,560.6357,-342.2625,7860.0000,656.8532,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,312
475750,-470.8509,90.8308,10845.5000,479.5319,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1294
475760,66.0195,450.9306,10294.2383,455.7378,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1293
475815,278.1016,-81.7068,10845.5000,289.8560,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1332
475860,-54.4892,-674.4672,10410.0000,676.6647,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1373
475910,-479.7035,-72.8569,10845.5000,485.2046,0.00000000,0.00000000,3.70329428,3.70329428,anti_nu_e,Solenoid_1_FieldVolume,1411
475980,-59.7345,707.9845,10132.6371,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1363
475995,-55.7565,-427.3900,10845.5000,431.0116,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1362
476100,-529.9520,324.2295,7880.0000,621.2680,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1511
476180,-1.2451,-39.8151,3480.0000,39.8346,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,1
476185,-48.4109,-72.3174,7860.0000,87.0254,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
476190,-105.4068,-83.7434,12240.5000,134.6237,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476195,-162.6619,-80.4758,16490.0000,181.4808,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476200,14.6482,-13.5399,1780.0000,19.9474,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,1
476205,2.0718,-70.9663,6160.0000,70.9966,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
476210,-39.4073,-112.1060,10410.0000,118.8305,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476215,-93.0554,-141.7695,14790.0000,169.5815,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476220,0.0000,0.0000,80.0000,0.0000,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
476225,5.4991,14.7105,3915.5000,15.7048,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,1
476230,27.3276,22.1223,8710.0000,35.1596,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476235,48.9227,21.4862,13090.0000,53.4330,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476240,69.3530,15.9369,17340.0000,71.1605,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476245,-1.9052,3.1950,2630.0000,3.7199,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,1
476250,0.4077,9.4100,7010.0000,9.4188,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
476255,5.2602,13.1611,10845.5000,14.1733,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
476260,12.5170,16.9831,15640.0000,21.0974,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476265,-2.6900,10.3999,930.0000,10.7422,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
476270,51.5649,61.7040,5310.5000,80.4134,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,1
476275,128.0015,65.6660,9560.0000,143.8624,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476280,205.3148,46.4375,13940.0000,210.5008,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476285,273.6723,10.0567,18190.0000,273.8570,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
476390,-271.0724,789.7751,-972.6537,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,17
476510,-16.2589,27.5943,3480.0000,32.0280,0.00000000,0.00000000,7.40658856,7.40658856,e+,Solenoid_1_FieldVolume,123
476515,78.2744,75.4592,7860.0000,108.7243,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,123
476520,193.2607,-43.1280,12240.5000,198.0145,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,123
476525,154.0529,22.0696,16490.0000,155.6257,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,123
476530,-7.6314,1.1360,2630.0000,7.7154,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,122
476535,-68.4408,-96.2489,7010.0000,118.1016,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,122
476540,-52.7343,-72.7667,10845.5000,89.8660,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,122
476545,97.4006,-87.8589,15569.6008,131.1719,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,122
476550,101.6986,-91.9245,15640.0000,137.0866,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,170
476555,-122.8523,-129.9736,1780.0000,178.8458,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,120
476560,-483.7268,-511.7775,6160.0000,704.2073,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,120
476660,-18.3003,-124.3332,3915.5000,125.6728,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,263
476665,209.4248,-15.4101,8710.0000,209.9910,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,263
476670,-458.5842,-542.6884,12437.0265,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,263
476845,96.8824,-46.4565,2630.0000,107.4449,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,291
476850,-108.0086,53.9685,2630.0000,120.7413,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,2
476855,-310.0885,154.9227,7010.0000,346.6351,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,2
476860,-487.0468,243.3268,10845.5000,544.4470,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,2
476865,-629.8176,314.6516,13940.0000,704.0425,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2
476870,-544.3609,416.1527,13960.0000,685.2094,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,398
476925,-626.3447,154.3467,14790.0000,645.0818,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,391
477185,-55.5523,320.1787,14790.0000,324.9623,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,407
477625,-648.8006,289.5999,14403.0133,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,820
477770,543.7505,330.1729,13110.0000,636.1437,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,896
478160,599.2913,354.7675,10430.5000,696.4266,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,990
478200,201.5384,-276.5620,13940.0000,342.2050,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1131
478325,2.6131,1.5525,1780.0000,3.0395,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,1
478330,10.7484,-2.8436,6160.0000,11.1182,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
478335,14.2215,-10.7072,10410.0000,17.8015,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
478340,13.2994,-15.0357,14790.0000,20.0735,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
478345,0.0000,0.0000,80.0000,0.0000,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
479190,-17.4731,-15.6932,3915.5000,23.4859,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,11
479195,-60.1234,-137.9654,8710.0000,150.4968,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,11
479200,472.9288,-162.4092,13090.0000,500.0384,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,11
479205,50.8511,24.3167,17340.0000,56.3661,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,11
479210,-4.0644,-84.2051,3480.0000,84.3031,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,10
479215,-2.2682,78.6223,3480.0000,78.6550,0.00000000,0.00000000,7.40658856,7.40658856,pi+,Solenoid_1_FieldVolume,9
479220,224.4618,21.8871,7860.0000,225.5264,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,9
479425,167.3716,70.2513,10845.5000,181.5172,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,663
479445,703.4745,-99.6692,8704.2802,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,662
479460,653.4061,277.4102,10410.0000,709.8563,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,661
479585,-220.2697,565.0497,2630.0000,606.4651,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,8
479690,-749.2379,142.9340,3665.4822,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,nu_e,Solenoid_1_FieldVolume,771
479750,57.1410,-739.2950,3312.5156,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,764
480010,481.7743,-266.5942,2749.3749,550.6169,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,957
480035,481.8956,-266.5622,2763.8593,550.7075,0.00000000,0.00000000,7.40658856,7.40658856,e-,Solenoid_1_FieldVolume,976
480040,481.9318,-266.5338,2775.4769,550.7254,0.00000000,0.00000000,7.40658856,7.40658856,e-,Solenoid_1_FieldVolume,976
480325,-11.8515,-456.5141,-750.0000,456.6679,0.00000000,0.00000000,24.07141282,24.07141282,anti_nu_e,Solenoid_1_FieldVolume,1148
480465,172.2599,107.1071,3480.0000,202.8433,0.00000000,0.00000000,7.40658856,7.40658856,pi-,Solenoid_1_FieldVolume,7
480470,-423.7439,1.2776,7860.0000,423.7458,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,7
480475,158.5394,-603.6618,12240.5000,624.1332,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,7
480520,291.8805,-319.5717,13110.0000,432.8051,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1242
480825,218.5486,676.0523,14669.4691,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1278
480950,-104.1403,-10.1623,14790.0000,104.6350,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1503
480975,-505.7660,-362.8932,13406.0447,622.4875,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1530
480980,-501.0486,-455.5126,12015.9419,677.1569,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1530
481070,-510.2635,-494.4102,15329.9140,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1552
481225,169.0833,-628.6807,13110.0000,651.0212,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1615
481330,581.2640,408.5859,13633.9912,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1704
481335,-230.2116,-672.1703,13648.2026,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1704
481450,-9.5054,219.9165,13110.0000,220.1218,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1763
481695,633.1575,322.3691,13389.1008,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,1951
481755,161.2716,348.8513,14790.0000,384.3250,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1662
481835,-69.0860,169.3309,2630.0000,182.8820,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,1996
481840,-120.7525,485.0801,7010.0000,499.8838,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1996
481850,173.2026,-454.9559,930.0000,486.8101,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2057
481930,3.5184,-132.0758,3480.0000,132.1226,0.00000000,0.00000000,7.40658856,7.40658856,e-,Solenoid_1_FieldVolume,2087
481945,-689.0179,-471.6771,-534.2783,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2113
482120,-717.8516,257.8306,1941.1812,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,2137
482180,-298.6633,-779.7597,-658.9223,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,2136
482315,29.9853,-135.0569,2630.0000,138.3455,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,2053
482320,-648.5185,-276.9295,5310.5000,705.1710,0.00000000,0.00000000,9.25823570,9.25823570,pi+,Solenoid_1_FieldVolume,2053
482430,-769.0339,80.0167,1780.0000,773.1855,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,2
483010,363.4650,-655.9099,100.0000,749.8830,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,56
483745,-214.9766,-459.3361,-750.0000,507.1534,0.00000000,0.00000000,24.07141282,24.07141282,nu_e,Solenoid_1_FieldVolume,450
486425,-431.1457,-666.1499,1471.9762,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,2124
486540,103.9181,356.2845,930.0000,371.1302,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2123
486595,477.6842,633.6088,1234.3281,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,1957
487210,-28.6919,-65.1843,930.0000,71.2195,0.00000000,0.00000000,24.07141282,24.07141282,pi-,Solenoid_1_FieldVolume,1956
487215,-386.1732,351.8432,5310.5000,522.4206,0.00000000,0.00000000,9.25823570,9.25823570,pi-,Solenoid_1_FieldVolume,1956
487440,222.1501,-686.1858,5598.0529,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,nu_e,Solenoid_1_FieldVolume,2771
487680,328.9435,-84.6534,6180.0000,339.6617,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2904
487985,101.5187,1.3836,2630.0000,101.5281,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,2988
487990,8.3086,16.9123,2630.0000,18.8430,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,2976
487995,368.7145,-108.0374,7010.0000,384.2166,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2976
488000,413.6463,134.3935,10845.5000,434.9309,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2976
488005,233.5919,22.9493,15640.0000,234.7166,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2976
488010,814.3322,-184.6295,-103.0273,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,3122
488155,-551.1154,627.2933,775.7270,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,3187
488380,378.1677,649.9948,5230.7523,752.0000,0.00000000,0.00000000,9.25823570,9.25823570,anti_nu_e,Solenoid_1_FieldVolume,3325
