X_mm,Y_mm,Z_mm,Bx_Tesla,By_Tesla,Bz_Tesla,Particle,Volume
263.6121,151.0760,14790.0000,0.00000000,0.00000000,1.85164714,pi-,Solenoid_1_FieldVolume
568.5255,-131.7427,18190.0000,0.00000000,0.00000000,1.85164714,mu-,Solenoid_1_FieldVolume
-685.7410,-198.2726,-750.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
-734.4263,145.6134,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
0.1466,298.8189,2630.0000,0.00000000,0.00000000,11.10988284,pi+,Solenoid_1_FieldVolume
292.9811,-437.7686,2630.0000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
418.5622,70.7918,2630.0000,0.00000000,0.00000000,11.10988284,neutron,Solenoid_1_FieldVolume
267.4425,-28.4172,6160.0000,0.00000000,0.00000000,3.70329428,neutron,Solenoid_1_FieldVolume
131.8089,-63.5547,3480.0000,0.00000000,0.00000000,7.40658856,pi+,Solenoid_1_FieldVolume
-292.8367,-73.9159,7860.0000,0.00000000,0.00000000,3.70329428,pi+,Solenoid_1_FieldVolume
6.6462,428.5668,12240.5000,0.00000000,0.00000000,1.85164714,pi+,Solenoid_1_FieldVolume
564.3780,327.8656,16490.0000,0.00000000,0.00000000,1.85164714,pi+,Solenoid_1_FieldVolume
359.5349,-680.4133,1780.0000,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
818.0432,167.4227,20.4953,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-16.8475,50.3214,100.0000,0.00000000,0.00000000,24.07141282,e+,Solenoid_1_FieldVolume
-512.8852,379.7919,930.0000,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
399.2387,733.3713,187.8668,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
31.8772,43.9102,981.5884,0.00000000,0.00000000,16.66482426,pi-,Solenoid_1_FieldVolume
-23.3631,-132.1475,5310.5000,0.00000000,0.00000000,9.25823570,mu-,Solenoid_1_FieldVolume
-3.7544,-81.9732,9560.0000,0.00000000,0.00000000,1.85164714,mu-,Solenoid_1_FieldVolume
-259.8614,-72.7337,13940.0000,0.00000000,0.00000000,1.85164714,mu-,Solenoid_1_FieldVolume
-222.3990,-25.0181,18190.0000,0.00000000,0.00000000,1.85164714,mu-,Solenoid_1_FieldVolume
-19.9882,10.1220,1780.0000,0.00000000,0.00000000,16.66482426,pi+,Solenoid_1_FieldVolume
-55.4877,355.2902,6160.0000,0.00000000,0.00000000,3.70329428,pi+,Solenoid_1_FieldVolume
-156.1190,297.0631,10410.0000,0.00000000,0.00000000,1.85164714,pi+,Solenoid_1_FieldVolume
25.8342,57.9847,13940.0000,0.00000000,0.00000000,1.85164714,mu+,Solenoid_1_FieldVolume
147.7059,-21.5810,18190.0000,0.00000000,0.00000000,1.85164714,mu+,Solenoid_1_FieldVolume
-175.9324,-149.7034,100.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
15.5348,-58.8104,3480.0000,0.00000000,0.00000000,7.40658856,e-,Solenoid_1_FieldVolume
-766.6181,204.7901,1053.2471,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
792.1849,-45.6648,964.7352,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
-543.1039,-634.2422,194.4870,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-826.5787,-118.2909,-196.8968,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
251.6029,-752.5545,1280.5543,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
-516.6876,-257.5803,3915.5000,0.00000000,0.00000000,11.10988284,neutron,Solenoid_1_FieldVolume
-85.0119,44.9691,2630.0000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
-68.8460,238.8904,7010.0000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
39.2750,377.1476,10845.5000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
219.7330,501.5674,15640.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
45.4897,73.5091,1780.0000,0.00000000,0.00000000,16.66482426,pi+,Solenoid_1_FieldVolume
269.1040,-125.8103,6160.0000,0.00000000,0.00000000,3.70329428,pi+,Solenoid_1_FieldVolume
-122.4343,359.1990,10410.0000,0.00000000,0.00000000,1.85164714,pi+,Solenoid_1_FieldVolume
182.4967,-686.6624,13059.3689,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
422.2513,-328.3656,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-226.5051,27.3363,1780.0000,0.00000000,0.00000000,16.66482426,pi+,Solenoid_1_FieldVolume
413.9506,262.7182,6160.0000,0.00000000,0.00000000,3.70329428,pi+,Solenoid_1_FieldVolume
366.5679,227.6238,7880.0000,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
333.8057,-639.3554,7768.1668,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
427.5721,-321.2756,7030.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-688.5016,214.8654,7363.6518,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
207.3997,-81.0887,9560.0000,0.00000000,0.00000000,1.85164714,neutron,Solenoid_1_FieldVolume
685.4655,-131.5369,8730.0000,0.00000000,0.00000000,1.85164714,neutron,Solenoid_1_FieldVolume
544.5132,-456.4161,8692.1020,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
-357.6106,-613.9421,9296.7158,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
605.1240,-71.5201,5330.0000,0.00000000,0.00000000,3.70329428,e+,Solenoid_1_FieldVolume
48.9554,74.3956,930.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
335.7529,510.2667,5310.5000,0.00000000,0.00000000,9.25823570,neutron,Solenoid_1_FieldVolume
379.4370,-235.9132,5330.0000,0.00000000,0.00000000,3.70329428,neutron,Solenoid_1_FieldVolume
-69.0421,-717.9379,6860.0478,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
373.2977,608.1050,7860.0000,0.00000000,0.00000000,3.70329428,e-,Solenoid_1_FieldVolume
410.1397,562.7096,6180.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-66.8185,-718.1482,5619.4486,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-384.4103,-479.1254,7010.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
202.1397,627.7296,6180.0000,0.00000000,0.00000000,3.70329428,anti_nu_e,Solenoid_1_FieldVolume
192.2719,620.6669,6180.0000,0.00000000,0.00000000,3.70329428,nu_e,Solenoid_1_FieldVolume
28.1925,373.8685,3480.0000,0.00000000,0.00000000,7.40658856,gamma,Solenoid_1_FieldVolume
507.5654,-663.0252,639.0381,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-689.3425,-434.6233,-750.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
697.2979,-316.8385,-750.0000,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
-653.1499,-48.6904,2630.0000,0.00000000,0.00000000,11.10988284,gamma,Solenoid_1_FieldVolume
543.6159,-633.8034,-473.5309,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-22.4016,42.6070,3480.0000,0.00000000,0.00000000,7.40658856,pi-,Solenoid_1_FieldVolume
73.3204,72.4206,7860.0000,0.00000000,0.00000000,3.70329428,pi-,Solenoid_1_FieldVolume
68.9910,141.6625,12240.5000,0.00000000,0.00000000,1.85164714,pi-,Solenoid_1_FieldVolume
106.8942,128.2851,16490.0000,0.00000000,0.00000000,1.85164714,pi-,Solenoid_1_FieldVolume
154.6285,-48.4123,2630.0000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
361.2838,264.7467,7010.0000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
-138.2257,-460.8253,10845.5000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
693.3283,-155.2613,12450.9799,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
-167.6066,-21.1306,13090.0000,0.00000000,0.00000000,1.85164714,neutron,Solenoid_1_FieldVolume
427.8253,567.2528,12289.8210,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
-680.3433,484.1053,114.2749,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
814.9378,-181.9380,-274.0899,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-279.2227,709.8044,2236.3791,0.00000000,0.00000000,11.10988284,gamma,Solenoid_1_FieldVolume
-34.8904,-77.3789,100.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-474.2514,-687.2486,-661.3035,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
720.6515,-332.1199,1431.9221,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
-575.0982,-546.7215,966.5737,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
-101.4330,-28.3358,3480.0000,0.00000000,0.00000000,7.40658856,e+,Solenoid_1_FieldVolume
-47.8457,-11.8969,1780.0000,0.00000000,0.00000000,16.66482426,e-,Solenoid_1_FieldVolume
-80.5290,-281.7516,6160.0000,0.00000000,0.00000000,3.70329428,e-,Solenoid_1_FieldVolume
-66.8397,-312.5466,10410.0000,0.00000000,0.00000000,1.85164714,e-,Solenoid_1_FieldVolume
-666.8127,430.1198,1096.4002,0.00000000,0.00000000,16.66482426,gamma,Solenoid_1_FieldVolume
-32.5299,-55.3191,1895.7680,0.00000000,0.00000000,11.10988284,pi+,Solenoid_1_FieldVolume
-42.2924,-16.2214,5684.5748,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-40.3313,-15.3399,6639.5466,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-43.0139,-18.4320,6957.0051,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-46.2464,-15.4677,7069.9737,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-45.9862,-15.3264,7098.3778,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-46.9569,-15.0686,7107.6389,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-47.0802,-14.3554,7110.7467,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-46.9200,-14.2115,7111.4368,0.00000000,0.00000000,3.70329428,mu+,Solenoid_1_FieldVolume
-126.4831,4.8644,4895.5000,0.00000000,0.00000000,9.25823570,e+,Solenoid_1_FieldVolume
527.0830,-492.3262,7051.2936,0.00000000,0.00000000,3.70329428,nu_e,Solenoid_1_FieldVolume
360.4437,-503.0575,2630.0000,0.00000000,0.00000000,11.10988284,neutron,Solenoid_1_FieldVolume
745.2048,162.6571,3577.9436,0.00000000,0.00000000,11.10988284,anti_nu_e,Solenoid_1_FieldVolume
388.7060,631.4506,3064.3572,0.00000000,0.00000000,7.40658856,neutron,Solenoid_1_FieldVolume
-697.1719,252.5345,2918.7677,0.00000000,0.00000000,7.40658856,neutron,Solenoid_1_FieldVolume
-661.0608,335.8882,2929.7012,0.00000000,0.00000000,7.40658856,nu_e,Solenoid_1_FieldVolume
483.9695,304.4876,930.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
367.9800,642.8375,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
637.8052,472.1357,-750.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
614.0993,565.7800,-773.7398,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
828.0459,-107.5409,69.3974,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
28.9126,-31.3968,3915.5000,0.00000000,0.00000000,11.10988284,pi+,Solenoid_1_FieldVolume
-704.2013,-155.8911,5571.2139,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
403.1622,-54.1841,7010.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-421.6977,585.1262,6539.0310,0.00000000,0.00000000,3.70329428,pi+,Solenoid_1_FieldVolume
416.8211,-723.5227,5.4103,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-37.5725,40.1061,2630.0000,0.00000000,0.00000000,11.10988284,mu+,Solenoid_1_FieldVolume
589.5327,591.3342,-85.8840,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
818.4983,165.1835,-148.8656,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
47.6758,-183.9743,2630.0000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
-358.1153,196.0671,7010.0000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
-138.4633,693.4037,10845.5000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
775.3520,-99.4479,950.0000,0.00000000,0.00000000,16.66482426,gamma,Solenoid_1_FieldVolume
428.3976,716.7291,189.5583,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
63.1752,-298.7630,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-531.3262,-352.4681,930.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
785.0650,284.4257,608.5729,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
139.9751,-63.5236,100.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
695.9731,-381.1347,1489.7682,0.00000000,0.00000000,16.66482426,gamma,Solenoid_1_FieldVolume
-4.0990,25.4165,1780.0000,0.00000000,0.00000000,16.66482426,proton,Solenoid_1_FieldVolume
14.4583,-2.7677,3374.4565,0.00000000,0.00000000,7.40658856,C12,Solenoid_1_FieldVolume
14.9076,-1.1962,3375.5161,0.00000000,0.00000000,7.40658856,C12,Solenoid_1_FieldVolume
332.0055,495.7869,5310.5000,0.00000000,0.00000000,9.25823570,gamma,Solenoid_1_FieldVolume
-5.9722,-33.1326,3397.8751,0.00000000,0.00000000,7.40658856,proton,Solenoid_1_FieldVolume
-21.1304,-22.9153,3408.8528,0.00000000,0.00000000,7.40658856,proton,Solenoid_1_FieldVolume
-21.2465,-16.7103,3412.5537,0.00000000,0.00000000,7.40658856,proton,Solenoid_1_FieldVolume
-19.9447,-14.8904,3413.4428,0.00000000,0.00000000,7.40658856,proton,Solenoid_1_FieldVolume
677.3234,-301.7537,3271.5845,0.00000000,0.00000000,7.40658856,gamma,Solenoid_1_FieldVolume
397.9611,-601.5218,6527.5124,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
67.4352,-155.1229,7010.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
704.5177,154.4552,6050.7055,0.00000000,0.00000000,3.70329428,anti_nu_e,Solenoid_1_FieldVolume
-62.9178,718.5005,6486.6900,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-51.1605,-55.9021,100.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
64.7254,-66.6572,1780.0000,0.00000000,0.00000000,16.66482426,pi+,Solenoid_1_FieldVolume
30.4641,-174.1468,2630.0000,0.00000000,0.00000000,11.10988284,nu_mu,Solenoid_1_FieldVolume
-443.1301,-148.0837,2630.0000,0.00000000,0.00000000,11.10988284,gamma,Solenoid_1_FieldVolume
182.4496,-772.2399,1365.0066,0.00000000,0.00000000,16.66482426,gamma,Solenoid_1_FieldVolume
206.4108,172.0827,3915.5000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
529.9138,-129.4020,8710.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-0.1425,-1.4976,930.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
-10.0957,-6.0022,5310.5000,0.00000000,0.00000000,9.25823570,proton,Solenoid_1_FieldVolume
-21.0798,-3.5985,9560.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-30.8079,1.8682,13940.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-38.6936,8.8406,18190.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-740.8148,385.2512,437.3813,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
490.1156,-380.9144,-750.0000,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
88.6206,-31.1317,930.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
-49.6117,63.0741,930.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
46.1938,82.8032,930.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
-43.3592,7.8024,930.0000,0.00000000,0.00000000,24.07141282,e+,Solenoid_1_FieldVolume
-117.6613,-183.9639,100.0000,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
34.9724,18.3553,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
319.8789,169.0157,5310.5000,0.00000000,0.00000000,9.25823570,gamma,Solenoid_1_FieldVolume
596.2653,315.1705,9560.0000,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
5.6525,-12.6230,2630.0000,0.00000000,0.00000000,11.10988284,e-,Solenoid_1_FieldVolume
123.4915,-105.2486,7010.0000,0.00000000,0.00000000,3.70329428,e-,Solenoid_1_FieldVolume
115.1130,-172.6737,10845.5000,0.00000000,0.00000000,3.70329428,e-,Solenoid_1_FieldVolume
258.9266,70.7229,15640.0000,0.00000000,0.00000000,1.85164714,e-,Solenoid_1_FieldVolume
5.4871,-53.4742,1780.0000,0.00000000,0.00000000,16.66482426,e+,Solenoid_1_FieldVolume
-122.8003,146.3223,6160.0000,0.00000000,0.00000000,3.70329428,e+,Solenoid_1_FieldVolume
-21.1752,-233.6266,9560.0000,0.00000000,0.00000000,1.85164714,e+,Solenoid_1_FieldVolume
-590.9843,95.5684,13940.0000,0.00000000,0.00000000,1.85164714,e+,Solenoid_1_FieldVolume
-20.3837,205.4101,18190.0000,0.00000000,0.00000000,1.85164714,e+,Solenoid_1_FieldVolume
605.0626,-208.9156,10845.5000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-559.7697,367.0283,930.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
-543.0937,-634.2509,302.7486,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
-600.0970,-385.5106,930.0000,0.00000000,0.00000000,24.07141282,anti_nu_e,Solenoid_1_FieldVolume
646.3923,436.1253,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
682.8271,198.2424,2630.0000,0.00000000,0.00000000,11.10988284,anti_nu_e,Solenoid_1_FieldVolume
598.3657,384.8013,3915.5000,0.00000000,0.00000000,11.10988284,anti_nu_e,Solenoid_1_FieldVolume
-151.6941,372.6802,1780.0000,0.00000000,0.00000000,16.66482426,neutron,Solenoid_1_FieldVolume
683.3679,193.2599,1780.0000,0.00000000,0.00000000,16.66482426,gamma,Solenoid_1_FieldVolume
-69.9290,-53.9044,930.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
-10.2362,-90.2257,3915.5000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
-363.3842,-675.3983,-750.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-403.5206,346.0206,100.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-69.9883,-37.8543,950.0000,0.00000000,0.00000000,16.66482426,e-,Solenoid_1_FieldVolume
54.8434,-21.6100,615.8960,0.00000000,0.00000000,24.07141282,e-,Solenoid_1_FieldVolume
54.8088,-21.5993,565.0327,0.00000000,0.00000000,24.07141282,e-,Solenoid_1_FieldVolume
54.8654,-21.6102,543.5684,0.00000000,0.00000000,24.07141282,e-,Solenoid_1_FieldVolume
54.8510,-21.6251,541.1959,0.00000000,0.00000000,24.07141282,e-,Solenoid_1_FieldVolume
-777.6551,304.1012,184.4433,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
428.3824,368.7758,930.0000,0.00000000,0.00000000,24.07141282,neutron,Solenoid_1_FieldVolume
-66.9097,24.1147,930.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
-299.4774,242.5317,5310.5000,0.00000000,0.00000000,9.25823570,proton,Solenoid_1_FieldVolume
-203.9454,-370.1590,9560.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-30.4094,19.5658,1780.0000,0.00000000,0.00000000,16.66482426,mu+,Solenoid_1_FieldVolume
335.6670,719.0062,984.8362,0.00000000,0.00000000,16.66482426,nu_mu,Solenoid_1_FieldVolume
-2.2929,-29.5789,3915.5000,0.00000000,0.00000000,11.10988284,pi-,Solenoid_1_FieldVolume
241.2865,502.6628,8710.0000,0.00000000,0.00000000,1.85164714,pi-,Solenoid_1_FieldVolume
495.9220,-508.7943,12468.2832,0.00000000,0.00000000,1.85164714,pi-,Solenoid_1_FieldVolume
150.7431,221.5835,3915.5000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
291.5734,-455.5653,7030.0000,0.00000000,0.00000000,3.70329428,nu_e,Solenoid_1_FieldVolume
-501.2695,299.5686,2650.0000,0.00000000,0.00000000,7.40658856,nu_e,Solenoid_1_FieldVolume
-122.5625,357.9058,8710.0000,0.00000000,0.00000000,1.85164714,neutron,Solenoid_1_FieldVolume
415.4371,-575.6074,7030.0000,0.00000000,0.00000000,3.70329428,e-,Solenoid_1_FieldVolume
-200.9541,143.0121,3500.5000,0.00000000,0.00000000,11.10988284,e-,Solenoid_1_FieldVolume
-252.1262,141.9554,-750.0000,0.00000000,0.00000000,24.07141282,e-,Solenoid_1_FieldVolume
704.2116,-94.3203,7944.4340,0.00000000,0.00000000,1.85164714,neutron,Solenoid_1_FieldVolume
687.0959,-180.8574,8708.8949,0.00000000,0.00000000,1.85164714,anti_nu_mu,Solenoid_1_FieldVolume
-432.7838,-433.1483,-750.0000,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
17.3858,11.0096,3480.0000,0.00000000,0.00000000,7.40658856,proton,Solenoid_1_FieldVolume
14.0251,82.4947,7860.0000,0.00000000,0.00000000,3.70329428,proton,Solenoid_1_FieldVolume
13.5232,-6.8940,12240.5000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-7.7516,-3.6854,16430.4433,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-9.7762,-1.4001,16431.6001,0.00000000,0.00000000,1.85164714,C12,Solenoid_1_FieldVolume
-10.7589,-0.3180,16432.0027,0.00000000,0.00000000,1.85164714,C12,Solenoid_1_FieldVolume
-10.7653,-0.3089,16431.9984,0.00000000,0.00000000,1.85164714,C12,Solenoid_1_FieldVolume
-10.7641,-0.3095,16432.0060,0.00000000,0.00000000,1.85164714,C12,Solenoid_1_FieldVolume
-15.1316,-9.0531,16490.0000,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
17.6060,-480.0673,16510.0000,0.00000000,0.00000000,1.85164714,anti_nu_e,Solenoid_1_FieldVolume
441.5370,-76.0598,18190.0000,0.00000000,0.00000000,1.85164714,gamma,Solenoid_1_FieldVolume
56.1369,-28.5920,16490.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-160.1896,-266.5995,17127.8998,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-28.6676,-113.7153,17333.9111,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
41.1969,-138.9123,17402.9580,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
53.6993,-155.2095,17423.0580,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
56.2614,-161.3421,17429.8147,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
56.8116,-163.4663,17431.9710,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
-618.7418,-131.1412,17340.0000,0.00000000,0.00000000,1.85164714,proton,Solenoid_1_FieldVolume
72.7761,120.2993,-1600.0000,0.00000000,0.00000000,24.07141282,pi+,Solenoid_1_FieldVolume
493.8654,-673.2919,-887.1852,0.00000000,0.00000000,24.07141282,anti_nu_e,Solenoid_1_FieldVolume
2.9679,-130.6518,2630.0000,0.00000000,0.00000000,11.10988284,gamma,Solenoid_1_FieldVolume
8.6031,-379.5728,7010.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
13.5377,-597.5491,10845.5000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-189.0966,-88.4948,2630.0000,0.00000000,0.00000000,11.10988284,gamma,Solenoid_1_FieldVolume
-549.3732,-257.1004,7010.0000,0.00000000,0.00000000,3.70329428,gamma,Solenoid_1_FieldVolume
-42.4195,-74.4025,930.0000,0.00000000,0.00000000,24.07141282,pi+,Solenoid_1_FieldVolume
-737.0846,-149.0312,4987.4573,0.00000000,0.00000000,9.25823570,pi+,Solenoid_1_FieldVolume
-712.9553,-217.3086,5310.5000,0.00000000,0.00000000,9.25823570,gamma,Solenoid_1_FieldVolume
89.7893,446.5533,6160.0000,0.00000000,0.00000000,3.70329428,neutron,Solenoid_1_FieldVolume
-704.2046,-293.0587,1885.4458,0.00000000,0.00000000,11.10988284,neutron,Solenoid_1_FieldVolume
745.5196,161.2084,2149.5261,0.00000000,0.00000000,11.10988284,gamma,Solenoid_1_FieldVolume
-463.5332,-171.3627,3480.0000,0.00000000,0.00000000,7.40658856,anti_nu_e,Solenoid_1_FieldVolume
-546.6241,-8.5438,930.0000,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-809.9515,-202.9866,490.8006,0.00000000,0.00000000,24.07141282,gamma,Solenoid_1_FieldVolume
-780.2857,-297.2864,-962.1852,0.00000000,0.00000000,24.07141282,nu_mu,Solenoid_1_FieldVolume
135.2871,823.9675,-190.9548,0.00000000,0.00000000,24.07141282,nu_e,Solenoid_1_FieldVolume
-159.1770,-724.2133,3131.0758,0.00000000,0.00000000,7.40658856,gamma,Solenoid_1_FieldVolume
-322.6179,412.1240,3480.0000,0.00000000,0.00000000,7.40658856,neutron,Solenoid_1_FieldVolume
544.8980,414.4102,1800.0000,0.00000000,0.00000000,11.10988284,anti_nu_e,Solenoid_1_FieldVolume
324.0389,-140.1249,2650.0000,0.00000000,0.00000000,7.40658856,neutron,Solenoid_1_FieldVolume
389.3022,-202.9913,3915.5000,0.00000000,0.00000000,11.10988284,nu_e,Solenoid_1_FieldVolume
-137.8114,697.0067,8263.0640,0.00000000,0.00000000,1.85164714,nu_e,Solenoid_1_FieldVolume
0.0000,0.0000,80.0000,0.00000000,0.00000000,24.07141282,proton,Solenoid_1_FieldVolume
10.0642,1.4127,3915.5000,0.00000000,0.00000000,11.10988284,proton,Solenoid_1_FieldVolume
